date, close, rsRatio, rsMom
11-07-2025,11759.5,100.0,100.0
14-07-2025,11755.5,97.35425,97.35425
15-07-2025,11811.7,97.01181,98.203865
16-07-2025,11838.8,97.85614,99.67898
17-07-2025,11815.0,98.223206,100.21548
18-07-2025,11771.9,98.7814,100.894516
21-07-2025,11643.5,97.25939,98.81924
22-07-2025,11596.8,98.27595,100.26262
23-07-2025,11673.7,98.444374,100.4474
24-07-2025,11583.2,98.14091,100.00889
25-07-2025,11356.4,98.08675,99.9371
28-07-2025,11323.7,98.46822,100.443
29-07-2025,11445.5,98.81487,100.84252
30-07-2025,11431.5,99.2084,101.21502
31-07-2025,11262.2,98.50081,100.288574
01-08-2025,11090.8,98.325264,100.2518
04-08-2025,11151.5,97.73818,99.09833
05-08-2025,11044.7,97.23434,97.74124
06-08-2025,11018.2,97.996376,99.52457
07-08-2025,10997.3,98.039734,99.638855
08-08-2025,10989.2,99.058914,101.69693
11-08-2025,11060.0,98.93876,101.26987
12-08-2025,11103.8,98.96713,101.17123
13-08-2025,11098.8,98.31069,99.84657
14-08-2025,10997.3,97.95428,99.163376
18-08-2025,11017.5,95.99251,95.60404
19-08-2025,11200.3,97.50848,99.137405
20-08-2025,11186.0,97.94884,99.78472
21-08-2025,11219.2,98.49804,100.598946
22-08-2025,11126.1,98.456924,100.5459
25-08-2025,11132.0,98.543915,100.6431
26-08-2025,10949.5,98.29198,100.241875
28-08-2025,10900.0,98.5921,100.556915
29-08-2025,10789.8,98.74488,100.70046
01-09-2025,10935.3,98.44541,100.22919
02-09-2025,11002.9,98.93133,100.96704
03-09-2025,11029.4,98.846306,100.851456
04-09-2025,10923.2,98.08232,99.8098
05-09-2025,10933.7,97.592606,99.15128
08-09-2025,10960.5,96.15409,97.24276
09-09-2025,10928.0,97.3473,98.797844
10-09-2025,10966.2,98.49443,100.44606
11-09-2025,11086.5,99.17364,101.34272
12-09-2025,11091.2,99.14806,101.17462
15-09-2025,11124.4,99.51941,101.53519
16-09-2025,11219.8,99.399124,101.203804
17-09-2025,11290.5,99.53946,101.220375
18-09-2025,11286.5,99.574715,101.129105
19-09-2025,11333.3,100.11166,101.58092
22-09-2025,11327.0,100.31604,101.54904
23-09-2025,11317.4,100.060844,101.12198
24-09-2025,11247.5,100.73433,101.582085
25-09-2025,11212.9,101.4092,101.89133
26-09-2025,11132.5,101.55196,103.83986
29-09-2025,11282.3,102.91402,104.01024
30-09-2025,11280.5,102.22495,101.90919
01-10-2025,11304.2,101.2483,100.95659
03-10-2025,11374.0,101.73452,100.78771
06-10-2025,11459.7,101.80731,101.46243
07-10-2025,11516.2,101.6863,100.70701
08-10-2025,11414.9,101.992,100.66071
09-10-2025,11467.2,101.84179,100.63534
10-10-2025,11467.2,101.190254,100.19986
13-10-2025,11436.0,100.884026,99.67457
14-10-2025,11348.8,100.29921,98.92886
15-10-2025,11431.4,100.63867,98.67754
16-10-2025,11493.6,99.64441,98.337
17-10-2025,11498.1,98.502106,97.64325
20-10-2025,11661.9,100.87748,100.13829
21-10-2025,11667.6,100.61182,100.53974
23-10-2025,11601.2,99.66166,99.13045
24-10-2025,11624.0,100.61143,99.99563
27-10-2025,11800.2,102.319,100.57333
28-10-2025,11746.6,101.78659,100.3482
29-10-2025,11996.0,105.911804,104.34032
30-10-2025,11981.4,103.31697,101.53095
31-10-2025,11990.2,102.45639,101.083786
03-11-2025,12084.7,102.29478,102.1297
04-11-2025,12020.3,101.987686,100.715706
06-11-2025,11995.8,101.515976,100.117325
07-11-2025,11996.2,101.04932,99.46725
10-11-2025,12021.8,100.87347,99.30066
11-11-2025,12092.8,100.534325,98.789375
12-11-2025,12190.8,100.22263,98.85879
13-11-2025,12177.0,100.25235,98.799324
14-11-2025,12190.1,100.51695,98.86866
17-11-2025,12235.8,100.02183,98.8227
18-11-2025,12184.7,99.78445,98.52195
19-11-2025,12141.6,98.07283,97.81843
20-11-2025,12208.2,98.51413,98.74988
21-11-2025,12144.0,97.94881,98.8696
24-11-2025,12041.7,97.61522,99.66067
25-11-2025,12001.3,97.94063,99.11349
26-11-2025,12207.8,98.92051,99.02095
27-11-2025,12118.2,98.440796,97.83192
28-11-2025,12034.4,96.73226,96.44734
01-12-2025,12020.8,96.53671,97.03426
02-12-2025,11970.7,97.248344,98.34296
03-12-2025,11896.3,98.35648,99.22079
04-12-2025,11890.7,98.3471,99.304504
05-12-2025,11905.6,98.129326,98.88556
08-12-2025,11807.2,98.6896,99.2888
09-12-2025,11786.8,99.235016,100.01213
10-12-2025,11800.0,99.54582,99.741035
11-12-2025,11796.6,98.71818,98.64281
12-12-2025,11927.0,99.32189,99.19081
15-12-2025,11948.7,100.45893,99.08915
16-12-2025,11856.8,99.88871,99.29206
17-12-2025,11884.7,100.65479,101.836105
18-12-2025,11846.0,101.71168,102.57084
19-12-2025,11959.2,101.163605,101.254105
22-12-2025,12049.0,100.89176,100.92348
23-12-2025,12050.7,100.751366,100.23532
24-12-2025,11959.4,99.35195,98.64444
26-12-2025,11958.2,100.27917,100.71999
29-12-2025,11951.5,101.151855,102.05559
30-12-2025,11914.8,97.99498,98.88594
31-12-2025,12231.2,101.33684,102.19529
01-01-2026,12232.7,99.30742,100.836174
02-01-2026,12340.0,98.54341,101.08594
05-01-2026,12214.5,95.782906,95.95821
06-01-2026,12000.6,94.64457,96.65193
07-01-2026,11920.9,97.19058,99.413185
08-01-2026,11582.3,96.59208,98.68691
09-01-2026,11628.8,98.42349,98.96476
12-01-2026,11692.1,99.07055,99.67187
13-01-2026,11652.8,99.19984,97.864655
14-01-2026,11715.3,99.95318,99.66646
16-01-2026,11748.5,100.40429,100.257904
19-01-2026,11564.8,99.52322,99.97477
20-01-2026,11372.2,100.12818,100.51574
21-01-2026,11402.7,100.530716,100.91445
22-01-2026,11443.3,100.34949,101.20881
23-01-2026,11306.7,100.4334,101.38427
27-01-2026,11376.5,101.973465,102.49208
28-01-2026,11762.9,103.88946,103.07409
