date, close, rsRatio, rsMom
11-07-2025,9382.85,100.0,100.0
14-07-2025,9407.95,102.64575,102.64575
15-07-2025,9411.95,96.94517,97.29328
16-07-2025,9360.7,97.345604,98.45918
17-07-2025,9423.35,98.94835,99.81376
18-07-2025,9458.2,100.30395,100.746544
21-07-2025,9555.5,100.76499,100.91979
22-07-2025,9533.3,101.32644,101.119286
23-07-2025,9579.05,100.65091,100.552
24-07-2025,9582.3,100.57949,100.44711
25-07-2025,9425.1,100.0073,100.03637
28-07-2025,9316.45,98.966156,99.364586
29-07-2025,9409.7,99.29229,99.62628
30-07-2025,9399.75,99.99021,100.10423
31-07-2025,9285.45,98.798004,99.27435
01-08-2025,9102.35,97.59311,98.51975
04-08-2025,9327.85,99.159386,99.82229
05-08-2025,9336.05,98.84597,99.37834
06-08-2025,9298.75,98.952805,99.281364
07-08-2025,9310.65,98.84068,99.166756
08-08-2025,9147.1,98.53019,98.96102
11-08-2025,9194.8,98.08015,98.6271
12-08-2025,9229.7,98.09109,98.737114
13-08-2025,9345.95,98.52842,99.4219
14-08-2025,9216.25,96.81615,96.89384
18-08-2025,9387.5,95.0712,95.287094
19-08-2025,9457.5,96.76067,98.6603
20-08-2025,9497.75,97.87958,99.77751
21-08-2025,9493.65,98.410194,100.38036
22-08-2025,9375.45,98.12261,100.14368
25-08-2025,9436.75,98.57068,100.528496
26-08-2025,9280.05,98.2076,100.23562
28-08-2025,9210.5,98.3974,100.475655
29-08-2025,9154.8,98.73179,100.874344
01-09-2025,9305.3,98.38826,100.53409
02-09-2025,9384.35,99.089554,101.27725
03-09-2025,9676.4,100.3588,102.39679
04-09-2025,9616.35,99.690605,101.34053
05-09-2025,9681.65,99.40494,100.97657
08-09-2025,9717.85,96.583916,98.55624
09-09-2025,9734.2,97.73657,99.24987
10-09-2025,9759.45,99.26449,100.817345
11-09-2025,9792.95,99.860535,101.38207
12-09-2025,9883.6,100.33588,101.70527
15-09-2025,9891.0,100.75833,101.856186
16-09-2025,9973.45,100.305046,101.13168
17-09-2025,9923.15,99.43113,100.19981
18-09-2025,9955.15,99.62889,100.3168
19-09-2025,9989.9,100.275185,100.8537
22-09-2025,10029.1,100.73197,101.16013
23-09-2025,10129.0,100.98638,101.241516
24-09-2025,10060.1,101.648926,101.72969
25-09-2025,10082.5,102.53633,102.168106
26-09-2025,9888.25,101.31446,99.09983
29-09-2025,9923.1,101.63349,104.016426
30-09-2025,10038.2,102.23218,102.90691
01-10-2025,10093.0,101.57038,100.86787
03-10-2025,10277.1,102.88989,100.715004
06-10-2025,10185.5,101.27728,99.494194
07-10-2025,10156.7,100.73977,98.91488
08-10-2025,10136.5,101.51904,99.740135
09-10-2025,10356.2,102.70859,100.36265
10-10-2025,10261.5,101.27489,99.79122
13-10-2025,10217.5,100.89588,100.14265
14-10-2025,10116.8,100.19335,99.47908
15-10-2025,10218.0,100.698235,99.36599
16-10-2025,10287.2,100.04284,99.73362
17-10-2025,10199.3,98.557205,99.626
20-10-2025,10191.8,98.56396,98.42957
21-10-2025,10232.8,98.815926,98.96426
23-10-2025,10241.8,99.01834,99.02249
24-10-2025,10347.5,100.35915,100.73834
27-10-2025,10467.2,100.96798,102.07954
28-10-2025,10596.2,102.4109,103.80891
29-10-2025,10777.5,103.935905,103.92165
30-10-2025,10729.2,102.56958,101.45778
31-10-2025,10612.2,101.57724,101.7407
03-11-2025,10652.8,101.48379,102.39443
04-11-2025,10499.0,101.02399,100.875336
06-11-2025,10281.9,99.98987,99.79177
07-11-2025,10426.8,100.308495,99.6405
10-11-2025,10484.5,100.35057,99.76781
11-11-2025,10559.1,100.07928,99.382355
12-11-2025,10542.5,99.2467,99.015465
13-11-2025,10588.6,99.5385,98.97544
14-11-2025,10494.8,99.08341,98.42418
17-11-2025,10495.8,98.38984,98.36517
18-11-2025,10383.7,98.00014,98.04212
19-11-2025,10384.2,98.20414,97.92261
20-11-2025,10386.0,98.19224,98.5214
21-11-2025,10142.5,96.984436,98.34843
24-11-2025,10017.9,97.26153,99.86447
25-11-2025,10073.4,98.1786,99.92026
26-11-2025,10280.7,98.83488,99.50252
27-11-2025,10273.8,99.110596,99.380974
28-11-2025,10293.0,99.032906,99.08201
01-12-2025,10353.2,99.055046,98.8683
02-12-2025,10315.8,99.0017,99.34244
03-12-2025,10265.2,99.530464,100.75976
04-12-2025,10271.5,99.48096,100.66184
05-12-2025,10340.3,99.53749,100.09571
08-12-2025,10141.8,99.00223,99.072754
09-12-2025,10112.7,99.55372,99.465614
10-12-2025,10159.0,100.529854,99.73696
11-12-2025,10266.8,100.88092,99.104935
12-12-2025,10536.5,104.83814,105.479614
15-12-2025,10553.2,104.67205,102.73749
16-12-2025,10464.3,102.07551,100.157646
17-12-2025,10490.2,102.07007,100.552086
18-12-2025,10516.2,102.34677,99.85356
19-12-2025,10521.1,101.08421,100.03077
22-12-2025,10669.0,101.31237,100.46026
23-12-2025,10727.0,101.468216,99.965515
24-12-2025,10742.8,101.360825,99.12833
26-12-2025,10806.2,101.85973,100.43719
29-12-2025,10789.1,101.79233,100.579735
30-12-2025,11007.7,102.166916,101.21496
31-12-2025,11167.7,102.10721,100.663475
01-01-2026,11256.0,101.671844,100.72068
02-01-2026,11421.8,101.78325,101.88223
05-01-2026,11490.8,101.713005,101.87514
06-01-2026,11524.0,101.562004,101.50354
07-01-2026,11524.0,101.86141,101.35141
08-01-2026,11132.0,100.06599,98.9323
09-01-2026,11094.8,100.506355,98.78697
12-01-2026,11315.8,102.03416,98.881424
13-01-2026,11355.2,102.311195,98.15058
14-01-2026,11661.4,104.48533,100.51567
16-01-2026,11600.0,102.83966,99.982056
19-01-2026,11593.0,102.07182,99.49464
20-01-2026,11374.5,101.96269,99.75097
21-01-2026,11439.0,101.954445,100.51064
22-01-2026,11573.7,101.71598,100.09688
23-01-2026,11477.8,101.5547,99.96951
27-01-2026,11829.7,102.69095,101.11641
28-01-2026,12106.5,102.567375,101.76553
29-01-2026,12478.0,103.01597,101.7657
30-01-2026,11827.5,100.89658,100.48463
01-02-2026,11348.7,100.321625,100.48849
02-02-2026,11561.5,100.13859,100.554344
03-02-2026,11893.2,100.0394,100.18535
04-02-2026,12044.2,99.93901,99.8603
05-02-2026,11921.2,99.72873,101.171906
06-02-2026,11943.2,99.89663,100.86779
09-02-2026,12129.5,100.007576,99.60856
10-02-2026,12228.3,99.70972,97.98025
11-02-2026,12276.5,99.29656,97.370224
12-02-2026,12279.2,99.31879,97.99836
13-02-2026,11872.8,98.3357,97.205315
16-02-2026,11955.0,99.12154,98.61604
17-02-2026,11828.4,98.619095,97.89616
18-02-2026,11985.8,98.56454,98.19426
19-02-2026,11842.4,99.4462,99.14173
20-02-2026,11990.0,100.2441,100.3067
23-02-2026,11962.8,99.36222,99.20011
24-02-2026,12073.8,100.65024,99.56728
25-02-2026,12399.4,101.40652,99.992935
26-02-2026,12448.0,100.924995,95.90102
27-02-2026,12240.7,101.098595,97.371376
02-03-2026,12269.8,103.32408,101.210014
04-03-2026,11779.8,101.34256,99.814804
05-03-2026,12049.2,101.45026,99.74375
06-03-2026,12000.5,101.66417,100.83425
09-03-2026,11688.8,102.3868,101.09109
10-03-2026,11868.5,101.076035,100.03338
11-03-2026,11822.1,102.615425,101.10844
12-03-2026,11863.9,104.114746,101.61151
13-03-2026,11292.5,102.168274,100.27157
16-03-2026,11318.0,101.2427,99.52846
17-03-2026,11637.3,101.35177,99.66436
18-03-2026,11625.5,100.42856,99.40659
19-03-2026,11249.3,100.74285,99.60658
20-03-2026,11412.8,100.881355,99.53651
23-03-2026,10863.5,99.99738,98.53703
24-03-2026,11059.2,99.66089,98.155396
25-03-2026,11342.2,99.69164,99.9378
27-03-2026,11161.7,100.256165,100.01402
30-03-2026,11138.4,101.56218,99.87844
01-04-2026,11412.0,101.632126,99.784836
02-04-2026,11456.6,102.22461,98.40801
06-04-2026,11583.5,101.80087,99.70026
07-04-2026,11762.7,102.57067,102.10724
08-04-2026,12079.0,100.11921,98.70583
09-04-2026,12229.7,100.89632,99.92279
10-04-2026,12356.4,99.945,98.97832
13-04-2026,12329.3,100.82535,100.43184
15-04-2026,12548.0,100.840645,98.9557
16-04-2026,12740.2,101.70466,100.31999
17-04-2026,12880.0,101.92388,99.972115
20-04-2026,12829.7,101.32502,101.97819
21-04-2026,12835.0,101.0308,102.07985
22-04-2026,12892.2,101.69012,102.7546
23-04-2026,12786.2,102.45691,102.93041
24-04-2026,12746.7,102.14281,102.013855
27-04-2026,12980.8,101.870224,101.640884
28-04-2026,13046.5,102.26379,101.53441
29-04-2026,13111.3,101.55851,100.83706
30-04-2026,12833.0,100.75027,100.39032
04-05-2026,12972.7,100.91785,100.69819
05-05-2026,12989.6,100.58332,100.32426
06-05-2026,13129.5,99.734085,100.34597
07-05-2026,13165.4,98.42563,98.18283
08-05-2026,13051.0,98.0915,98.30209
11-05-2026,12926.4,98.883865,99.027534
12-05-2026,12881.4,100.06729,99.35505
13-05-2026,13290.8,102.66652,101.22496
14-05-2026,13562.2,102.83664,102.1809
15-05-2026,13300.6,101.20097,99.26278
18-05-2026,13170.0,101.387985,98.85902
19-05-2026,13163.8,101.079056,99.16206
20-05-2026,13186.5,100.75129,98.829636
21-05-2026,13213.5,100.67682,97.026764
22-05-2026,13271.6,100.721504,99.18197
25-05-2026,13345.7,100.21737,98.86813
26-05-2026,13492.5,100.563324,99.1079
27-05-2026,13718.3,100.555,98.74028
29-05-2026,13441.0,100.4147,99.59579
01-06-2026,13506.5,101.547424,99.34732
02-06-2026,13557.7,101.41573,98.40568
03-06-2026,13535.2,101.293396,99.708115
04-06-2026,13436.0,100.21359,99.71997
05-06-2026,13221.7,98.49247,97.871735
08-06-2026,12913.7,98.16394,98.81142
09-06-2026,12987.1,97.773575,98.182915
10-06-2026,12766.5,97.44631,97.887825
11-06-2026,12733.6,97.94771,99.70335
12-06-2026,12854.5,97.74067,99.791695
15-06-2026,13083.8,97.79903,99.92205
16-06-2026,12881.5,97.67988,99.171646
17-06-2026,13011.4,98.76104,99.05705
18-06-2026,13010.4,98.89482,99.24044
19-06-2026,13020.8,99.28485,99.10796
22-06-2026,13091.2,99.429825,100.00593
23-06-2026,12669.1,98.43896,97.5366
24-06-2026,12618.8,98.54318,101.38048
25-06-2026,12445.7,96.55568,97.242775
29-06-2026,12545.0,98.81519,102.03288
30-06-2026,12519.2,98.722336,100.605385
01-07-2026,12394.8,97.74484,99.39208
02-07-2026,12503.9,98.00097,98.67244
03-07-2026,12598.5,98.86874,99.58737
06-07-2026,12722.5,98.84891,100.310394
07-07-2026,12582.8,98.519,100.31576
08-07-2026,12468.7,99.30635,100.47773
09-07-2026,12503.3,99.6373,99.955444
10-07-2026,12688.9,100.12478,100.881004
13-07-2026,12601.5,99.6434,100.54279
