date, close, rsRatio, rsMom
13-04-2026,12329.3,100.0,100.0
15-04-2026,12548.0,100.01616,100.00215
16-04-2026,12740.2,100.20009,100.02855
17-04-2026,12880.0,100.42567,100.0815
20-04-2026,12829.7,100.516045,100.139435
21-04-2026,12835.0,100.54917,100.19407
22-04-2026,12892.2,100.70527,100.26223
23-04-2026,12786.2,101.01096,100.36206
24-04-2026,12746.7,101.28996,100.48578
27-04-2026,12980.8,101.536934,100.62593
28-04-2026,13046.5,101.91785,100.79819
29-04-2026,13111.3,102.12834,100.97334
30-04-2026,12833.0,102.0953,101.09576
04-05-2026,12972.7,102.14333,101.177704
05-05-2026,12989.6,101.96616,101.213036
06-05-2026,13129.5,101.604416,101.19123
07-05-2026,13165.4,101.07703,101.08162
08-05-2026,13051.0,100.56241,100.87819
11-05-2026,12926.4,100.2397,100.62285
12-05-2026,12881.4,100.20157,100.36445
13-05-2026,13290.8,100.68111,100.15406
14-05-2026,13562.2,101.24231,100.017845
15-05-2026,13300.6,101.41653,99.92682
18-05-2026,13170.0,101.63876,99.87071
19-05-2026,13163.8,101.77124,99.86246
20-05-2026,13186.5,101.78201,99.904106
21-05-2026,13213.5,101.75524,100.006355
22-05-2026,13271.6,101.7531,100.163376
25-05-2026,13345.7,101.57918,100.31976
26-05-2026,13492.5,101.52975,100.453865
27-05-2026,13718.3,101.460785,100.496605
29-05-2026,13441.0,101.33135,100.442116
01-06-2026,13506.5,101.447136,100.38719
02-06-2026,13557.7,101.44734,100.310455
03-06-2026,13535.2,101.40737,100.22139
04-06-2026,13436.0,101.258606,100.12331
05-06-2026,13221.7,100.91249,99.99644
08-06-2026,12913.7,100.56965,99.841835
09-06-2026,12987.1,100.19764,99.68158
10-06-2026,12766.5,99.77641,99.49378
11-06-2026,12733.6,99.427505,99.294075
12-06-2026,12854.5,99.03711,99.08632
15-06-2026,13083.8,98.63216,98.838165
16-06-2026,12881.5,98.17998,98.563644
17-06-2026,13011.4,98.03817,98.312164
18-06-2026,13010.4,97.9475,98.10122
19-06-2026,13020.8,98.016846,97.971794
22-06-2026,13091.2,98.143684,97.92059
23-06-2026,12669.1,98.00805,97.90648
24-06-2026,12618.8,97.95975,97.94285
25-06-2026,12445.7,97.54661,97.964905
29-06-2026,12545.0,97.60207,98.04305
30-06-2026,12519.2,97.64345,98.17032
01-07-2026,12394.8,97.46821,98.31762
02-07-2026,12503.9,97.3352,98.44633
03-07-2026,12598.5,97.41243,98.58065
06-07-2026,12722.5,97.47095,98.69563
07-07-2026,12582.8,97.42257,98.77158
08-07-2026,12468.7,97.59148,98.8787
09-07-2026,12503.3,97.836586,99.011444
10-07-2026,12688.9,98.18667,99.23074
13-07-2026,12601.5,98.38835,99.44072
14-07-2026,12677.7,98.858864,99.68126
15-07-2026,12536.9,99.08728,99.945244
