date, close, rsRatio, rsMom
13-04-2026,30669.8,100.0,100.0
15-04-2026,31539.8,100.08588,100.01145
16-04-2026,31817.5,100.26983,100.0459
17-04-2026,31809.8,100.38653,100.09132
20-04-2026,31585.8,100.36721,100.128105
21-04-2026,31729.1,100.36568,100.15978
22-04-2026,30496.2,99.99233,100.13745
23-04-2026,30124.3,99.84116,100.097946
24-04-2026,28530.6,99.180824,99.97566
27-04-2026,29159.2,98.737686,99.8106
28-04-2026,28959.9,98.42909,99.626396
29-04-2026,29245.2,98.17006,99.42099
30-04-2026,29353.9,98.08972,99.20829
04-05-2026,29076.2,97.86908,98.979485
05-05-2026,29107.3,97.67636,98.75809
06-05-2026,29267.9,97.35768,98.52407
07-05-2026,29043.5,96.86347,98.30365
08-05-2026,29394.2,96.71587,98.11246
11-05-2026,29329.4,96.870766,98.05358
12-05-2026,28234.9,96.90706,98.0659
13-05-2026,27916.7,96.979225,98.12738
14-05-2026,27360.3,96.807785,98.19204
15-05-2026,27716.9,96.84915,98.26447
18-05-2026,28389.8,97.425255,98.43541
19-05-2026,29308.0,98.300674,98.72924
20-05-2026,29185.2,98.890495,99.1086
21-05-2026,29021.1,99.305214,99.56356
22-05-2026,28912.5,99.605545,100.02013
25-05-2026,28979.8,99.68637,100.40498
26-05-2026,28978.5,99.744736,100.74142
27-05-2026,28906.7,99.56292,100.99779
29-05-2026,29080.2,99.72173,101.26608
01-06-2026,29854.2,100.402016,101.5864
02-06-2026,31116.6,101.37809,101.915855
03-06-2026,29384.4,101.37264,102.07708
04-06-2026,29300.6,101.24114,102.11707
05-06-2026,29010.3,100.94326,102.05473
08-06-2026,28653.6,100.76333,101.93575
09-06-2026,28516.2,100.406075,101.77391
10-06-2026,28279.9,100.11199,101.58649
11-06-2026,27821.1,99.69853,101.39311
12-06-2026,27795.8,99.12691,101.12783
15-06-2026,28067.9,98.47676,100.72179
16-06-2026,28568.1,98.20294,100.20795
17-06-2026,28809.6,98.15224,99.756645
18-06-2026,28466.4,97.97656,99.35915
19-06-2026,27426.8,97.533104,98.99416
22-06-2026,27628.6,97.315834,98.67209
23-06-2026,27012.1,97.03184,98.40107
24-06-2026,27566.7,97.15731,98.22074
25-06-2026,27330.8,96.95959,98.091675
29-06-2026,27038.5,96.99348,98.05916
30-06-2026,26299.1,96.73606,98.08225
01-07-2026,25769.8,96.23914,98.07132
02-07-2026,26965.1,96.28276,98.074524
03-07-2026,27439.4,96.63207,98.148285
06-07-2026,27276.4,96.72876,98.285225
07-07-2026,27939.2,97.160835,98.49262
08-07-2026,27555.2,97.694405,98.78465
09-07-2026,27471.2,98.1795,99.086975
10-07-2026,28010.4,98.7599,99.45628
13-07-2026,29015.8,99.64824,99.89372
14-07-2026,28724.8,100.449425,100.41971
15-07-2026,28532.2,100.97743,101.02021
