date, close, rsRatio, rsMom
13-04-2026,11035.9,100.0,100.0
15-04-2026,11274.7,107.07107,107.07107
16-04-2026,11255.0,110.28329,110.93904
17-04-2026,11410.0,113.71932,113.942314
20-04-2026,11434.4,113.99161,115.37621
21-04-2026,11442.7,113.34891,115.96723
22-04-2026,11501.0,115.3449,116.93782
23-04-2026,11414.0,117.909004,118.29034
24-04-2026,11331.7,117.97821,119.057655
27-04-2026,11508.3,117.500336,119.36927
28-04-2026,11686.8,119.211105,120.06353
29-04-2026,11769.2,118.94041,120.28428
30-04-2026,11694.7,118.36858,120.19978
04-05-2026,11733.1,117.65613,119.74637
05-05-2026,11700.2,115.827354,118.39048
06-05-2026,11720.6,112.850204,116.81215
07-05-2026,11708.6,108.96973,114.741325
08-05-2026,11598.8,104.966774,112.05326
11-05-2026,11339.0,100.65835,108.789444
12-05-2026,11293.2,98.26753,105.18634
13-05-2026,11437.5,98.6752,100.76774
14-05-2026,11442.2,98.17958,95.09572
15-05-2026,11250.7,94.08234,87.880936
18-05-2026,11162.5,92.042,81.88271
19-05-2026,11180.7,91.356316,79.80953
20-05-2026,11359.0,93.45831,80.80119
21-05-2026,11377.5,95.35679,82.90746
22-05-2026,11372.3,96.93563,85.17768
25-05-2026,11524.6,97.67453,87.344635
26-05-2026,11515.6,97.91473,89.06484
27-05-2026,11484.2,82.68829,89.78986
29-05-2026,11200.2,72.15618,89.76953
01-06-2026,11159.1,77.11366,89.77443
02-06-2026,11138.9,77.48987,89.27768
03-06-2026,11130.8,78.93586,88.208755
04-06-2026,11159.4,80.573204,86.243385
05-06-2026,11106.2,81.22641,83.57058
08-06-2026,10931.7,82.74309,81.48181
09-06-2026,10965.3,82.60625,80.700294
10-06-2026,10803.0,82.10815,80.76075
11-06-2026,10779.1,82.28471,81.61351
12-06-2026,11012.3,82.992905,82.83394
15-06-2026,11180.6,82.59175,83.469734
16-06-2026,11294.6,83.96662,84.26791
17-06-2026,11304.0,86.00356,85.3471
18-06-2026,11303.7,87.64377,86.56164
19-06-2026,11169.8,88.197784,87.78776
22-06-2026,11273.0,89.36288,89.074135
23-06-2026,11171.3,90.18132,90.72483
24-06-2026,11241.6,92.71565,93.54511
25-06-2026,11143.3,88.95374,96.42779
29-06-2026,11012.0,86.99887,100.187515
30-06-2026,11030.2,84.67769,106.23504
01-07-2026,11084.2,81.37165,112.39159
02-07-2026,11132.5,78.5417,114.82699
03-07-2026,11136.2,79.23441,113.97037
06-07-2026,11261.1,80.570984,111.38009
07-07-2026,11248.9,81.921104,107.87496
08-07-2026,10998.5,83.18856,103.9777
09-07-2026,11032.8,85.07841,98.895836
10-07-2026,11177.5,87.53116,96.76276
13-07-2026,11176.5,88.697296,95.28285
14-07-2026,11102.4,91.33925,96.299805
15-07-2026,11178.8,94.28667,103.28733
