date, close, rsRatio, rsMom
13-04-2026,22100.1,100.0,100.0
15-04-2026,22435.7,97.35425,97.35425
16-04-2026,22465.0,103.05469,102.706696
17-04-2026,22497.2,101.65188,101.00251
20-04-2026,22456.8,98.37742,98.62486
21-04-2026,22438.4,97.40124,98.407555
22-04-2026,22455.4,100.54355,100.54412
23-04-2026,22986.3,103.44174,101.89717
24-04-2026,22580.1,101.89613,100.84955
27-04-2026,23171.8,101.964325,100.7802
28-04-2026,23158.2,101.9305,100.67941
29-04-2026,23260.8,101.347046,100.327934
30-04-2026,23267.7,101.40734,100.3317
04-05-2026,23475.6,101.377106,100.29177
05-05-2026,23568.9,101.285736,100.242226
06-05-2026,24110.3,101.06919,100.07548
07-05-2026,24135.5,100.221504,99.3672
08-05-2026,24110.3,100.20742,99.46401
11-05-2026,24170.4,101.05344,100.11082
12-05-2026,23840.9,101.416885,100.25925
13-05-2026,23896.1,102.18272,101.02719
14-05-2026,24551.1,104.091805,103.32854
15-05-2026,24634.8,102.771324,101.36615
18-05-2026,24762.8,103.28404,101.76223
19-05-2026,24867.4,102.39222,100.66923
20-05-2026,24843.2,101.558304,99.846306
21-05-2026,24890.9,101.29841,99.58658
22-05-2026,24573.9,100.67114,99.005356
25-05-2026,24674.7,100.16271,98.61615
26-05-2026,24659.2,100.04441,98.66087
27-05-2026,24716.0,99.54763,98.382
29-05-2026,24345.8,99.55288,98.50178
01-06-2026,24214.2,99.867546,98.83404
02-06-2026,24006.3,98.85172,98.215836
03-06-2026,24086.6,98.91205,98.53642
04-06-2026,24177.9,99.01502,98.81242
05-06-2026,24248.1,99.23588,99.06227
08-06-2026,24147.7,100.12848,99.859
09-06-2026,24290.3,99.80493,99.72332
10-06-2026,24160.8,100.12048,100.2705
11-06-2026,24306.9,101.03363,101.85872
12-06-2026,24380.1,99.50947,99.56232
15-06-2026,24220.1,95.29831,92.33676
16-06-2026,24157.8,97.27245,98.34436
17-06-2026,24146.6,98.33834,99.39441
18-06-2026,24282.2,98.86281,99.84935
19-06-2026,24460.3,99.8311,100.60194
22-06-2026,24762.9,100.41041,101.03392
23-06-2026,24989.9,101.48522,101.691025
24-06-2026,25018.9,101.62826,101.52645
25-06-2026,24969.5,100.02665,100.32539
29-06-2026,25227.9,101.811516,101.38435
30-06-2026,25326.4,101.69885,101.17183
01-07-2026,25182.7,100.64267,101.97661
02-07-2026,25308.9,100.281685,98.65184
03-07-2026,25745.2,101.37196,99.97591
06-07-2026,25866.2,100.793396,101.25679
07-07-2026,25677.7,100.33396,101.49115
08-07-2026,25429.8,100.95525,99.82519
09-07-2026,25656.2,101.61638,98.36647
10-07-2026,25674.1,101.05545,99.017395
13-07-2026,25643.3,100.453606,98.68047
14-07-2026,25907.1,102.99143,100.2263
15-07-2026,26003.6,102.19879,100.13347
