Date,NIFTY,BANKNIFTY,NIFTY_AUTO,NIFTY_CONSUMER_DURABLE,NIFTY_FIN_SERV,NIFTY_FMCG,NIFTYIT,NIFTY_MEDIA,NIFTY_METAL,NIFTY_OIL_GAS,NIFTY_PHARMA,NIFTY_PSU_BANK,NIFTY_PVT_BANK,NIFTY500_HEALTHCARE,NIFTY_REALITY,NIFTY_CONSUM,NIFTY_INDIA_DIGITAL
1752172200000,25149.8,56754.7,23493.8,,26853.1,55910.2,37693.2,1704.3,9382.85,26853.1,22225.9,7025.75,28075.2,27851.4,962.9,11621.3,27851.4
1752085800000,25355.2,56956,23916.8,,26984.3,55628.2,38376.6,1732.1,9423.55,26984.3,22076.8,7035.6,28099.8,27899.2,974.7,11726.5,27899.2
1751999400000,25476.1,57213.6,23944.4,,27058.4,55946.2,38680.9,1734.7,9384.5,27058.4,22208.5,7092.35,28236,27666.8,967.75,11805,27666.8
1751913000000,25522.5,57256.3,23852.9,,27016.8,55504,38983.2,1741.55,9517.4,27016.8,22165.9,7123.2,28241.4,27613.3,982.35,11788.3,27613.3
1751826600000,25461.3,56949.2,23943.9,,26833.4,55652.9,38866.9,1743.55,9522.15,26833.4,22365.1,7141.25,28055.7,27382.8,972.75,11827.8,27382.8
1751567400000,25461,57031.9,23980.4,,26866.3,54735.6,39166.6,1761.75,9580.4,26866.3,22384.6,7152.95,28065.8,27363.5,971.95,11776.8,27363.5
1751481000000,25405.3,56791.9,24004.9,,26734.9,54515.8,38854.3,1750.15,9623.45,26734.9,22204.2,7129.9,27977.4,27430.8,963.15,11835.2,27430.8
1751394600000,25453.4,56999.2,23899.8,,26861.7,54439.7,38879.1,1725.15,9699.2,26861.7,22110.8,7193.65,28106.3,27565.5,970.05,11846,27565.5
1751308200000,25541.8,57459.4,23824,,27124.2,54502.9,38833.1,1731.4,9564.55,27124.2,22041.2,7253.6,28288.9,27584.6,984.2,11831,27584.6
1751221800000,25517.1,57312.8,23872.6,,27174.4,54883.9,38950,1754.45,9534.8,27174.4,22038.7,7202.4,28254.6,27479.8,986.55,11842.8,27479.8
1750962600000,25637.8,57443.9,24007.9,,27344.1,55109,38822.9,1747.85,9578.2,27344.1,21928.6,7015.5,28506.1,27378.6,993.95,11870.7,27378.6
1750876200000,25549,57206.7,23961.7,,27248.4,55118.8,38996.2,1743.85,9544.55,27248.4,21808.2,6982.65,28417,27267.1,1009.55,11855.5,27267.1
1750789800000,25244.8,56621.1,23827.8,,26851.2,54747.2,39046.3,1763.15,9329.2,26851.2,21804.8,6952.95,28126.4,27251.9,1019.7,11758.8,27251.9
1750703400000,25044.3,56461.9,23598.2,,26750.4,54346.3,38417.9,1728.8,9291.1,26750.4,21672.1,6939.1,28135.1,27385.6,1014.25,11616.9,27385.6
1750617000000,24971.9,56059.4,23461.2,,26556.5,54226.9,38414.1,1748.4,9198.55,26556.5,21626.2,6839.55,27931.2,27603.2,1012.65,11580.6,27603.2
1750357800000,25112.4,56252.9,23679.3,,26648.7,54630.9,38991.4,1674.8,9138.6,26648.7,21613,6844.75,27978.9,27672.6,1013.65,11621,27672.6
1750271400000,24793.2,55577.4,23434.7,,26299.7,54283.5,38664.9,1668.95,9040.45,26299.7,21441.8,6734.3,27694.6,27561.9,992.75,11450.6,27561.9
1750185000000,24812.1,55828.8,23312.3,,26399.9,54452.4,39030.9,1701.5,9158.25,26399.9,21588.4,6874.65,27776.6,27404.3,1008.9,11441,27404.3
1750098600000,24853.4,55714.1,23227.3,,26451.7,54708.8,39356.1,1723.4,9224.4,26451.7,21622.8,6903.1,27667.4,27549.8,1013.7,11422.6,27549.8
1750012200000,24946.5,55944.9,23368.2,,26554.8,54873.3,39073.1,1735.95,9358.25,26554.8,22039.4,6952.9,27765.6,27687.2,1020.3,11484.5,27687.2
1749753000000,24718.6,55527.4,23327.4,,26335.6,54527.1,38469.2,1726.1,9258.8,26335.6,21985.2,6934.85,27527.9,27881.9,1007.05,11373.8,27881.9
1749666600000,24888.2,56082.6,23411.8,,26579.9,55104.1,38460.3,1723.15,9348.5,26579.9,22036.2,7017.5,27779.6,27611.4,1006.45,11451,27611.4
1749580200000,25141.4,56459.8,23805.2,,26789.9,55820.6,38784.3,1730.5,9495.8,26789.9,22057.2,7107.75,28000.7,27629.6,1027.25,11615,27629.6
1749493800000,25104.2,56629.1,23759,,26867.1,56198.8,38300,1731.65,9509.7,26867.1,21948,7170.85,28073.7,27565.2,1026.3,11635.6,27565.2
1749407400000,25103.2,56839.6,23777.2,,26992.8,56026.1,37669.2,1713,9477,26992.8,21826.8,7208.45,28120.4,27814.5,1038.15,11658.2,27814.5
1749148200000,25003.1,56578.4,23661.3,,26848.9,55802.7,37294.9,1705.75,9406.45,26848.9,21684.4,7100.3,27832.5,27890.2,1039.6,11616.5,27890.2
1749061800000,24750.9,55760.9,23306.2,,26387.2,55632.4,37107.9,1725.4,9231.5,26387.2,21644.2,7059.65,27342.4,27946.2,993.1,11486.1,27946.2
1748975400000,24620.2,55676.9,23332.6,,26264.6,55530.6,36938.1,1729.3,9177.4,26264.6,21371.7,7100.85,27368.9,27799.5,976,11425.2,27799.5
1748889000000,24542.5,55599.9,23268.7,,26254.9,55460.8,36814.9,1726.1,9122.3,26254.9,21354.2,7084.05,27346.3,27409.4,982.9,11380.7,27409.4
1748802600000,24716.6,55903.4,23327.1,,26448.4,55732.6,37061.9,1716.75,9128.55,26448.4,21394.1,7125.95,27670.1,27498.7,971.25,11445.5,27498.7
1748543400000,24750.7,55749.7,23325.6,,26499.2,55283,37321.8,1711.3,9193.25,26499.2,21442.1,6976,27576.7,27566.2,949.35,11383.2,27566.2
1748457000000,24833.6,55546.1,23555.8,,26478.4,55630.4,37754.1,1711.05,9351.65,26478.4,21589.3,6780.7,27629.2,27861.3,955.7,11439.2,27861.3
1748370600000,24752.4,55417,23437.1,,26451.8,55703.9,37465.8,1707.55,9239.5,26451.8,21393.3,6797.1,27502.6,27643.7,944.9,11407.6,27643.7
1748284200000,24826.2,55352.8,23596.9,,26420.8,56547.6,37501.4,1690,9294.95,26420.8,21524.9,6731.5,27532.8,27546.8,946.3,11510.2,27546.8
1748197800000,25001.2,55572,23763.2,,26591.9,57049.7,37785.9,1691.5,9336.45,26591.9,21501.8,6714.3,27659.6,27646.2,944,11585.7,27646.2
1747938600000,24853.2,55398.2,23515.2,,26485.4,56502.1,37403.6,1683.15,9249.6,26485.4,21434.2,6702.7,27621.3,27491.8,936.85,11529.2,27491.8
1747852200000,24609.7,54941.3,23459.9,,26225.9,55598.1,37050.1,1674.05,9179.65,26225.9,21521.8,6667.95,27325.4,27396.2,934.4,11403,27396.2
1747765800000,24813.4,55075.1,23700.1,,26339.7,56413.1,37540.1,1655.7,9208.15,26339.7,21723.7,6707.1,27385.8,27337.3,938.7,11504.5,27337.3
1747679400000,24683.9,54877.4,23531.2,,26193.8,56206.2,37283.5,1648.8,9156.05,26193.8,21456.2,6662.55,27355.8,27279.3,922.8,11438.5,27279.3
1747593000000,24945.4,55420.7,24052.6,,26507.8,56955.7,37477.8,1671.6,9210.75,26507.8,21740.4,6725.3,27640.9,27305.1,933.2,11644.5,27305.1
1747333800000,25019.8,55354.9,23953.2,,26474.6,57061.8,37972.4,1681.45,9201.85,26474.6,21633.2,6628.6,27671.7,27238.8,912.55,11654.5,27238.8
1747247400000,25062.1,55355.6,23804.8,,26482.8,56685.9,38293.8,1663.05,9210.05,26482.8,21650.7,6621.65,27646.7,27033.1,897.95,11627.8,27033.1
1747161000000,24666.9,54801.3,23356.8,,26145.6,56351.7,37853.6,1637.05,9052.1,26145.6,21480.5,6609.6,27348.5,27195.8,881,11453.3,27195.8
1747074600000,24578.3,54940.9,23167.2,,26206,56334.1,37354.6,1616.5,8834.65,26206,21359.8,6572.5,27401.6,27306.2,866.3,11396.5,27306.2
1746988200000,24924.7,55382.9,23400.4,,26497.6,57101.4,38282.6,1590.1,8914.25,26497.6,21102.7,6471.4,27675.7,27138.8,872.6,11536.8,27138.8
1746729000000,24008,53595.2,22627.8,,25502.1,55633,35880.1,1541.15,8420.55,25502.1,21071.8,6266.45,26807.4,27376,823.75,11147.9,27376
1746642600000,24273.8,54365.6,22674.2,,25980.7,56020.7,36002.4,1527.05,8428.4,25980.7,21115.1,6168.45,27157.5,27587.7,843.8,11227.2,27587.7
1746556200000,24414.4,54610.9,23114.1,,26165.7,56590.2,35920.3,1524,8608.05,26165.7,21462.4,6253.15,27183.8,27453.9,865.15,11408.7,27453.9
1746469800000,24379.6,54271.4,22737.6,,25969,56883.4,35869.2,1508,8524.7,25969,21534.3,6235.2,26997.7,27519,855.6,11414.8,27519
1746383400000,24461.2,54919.5,22699.2,,26164.9,56936.2,35991.2,1531.1,8600.15,26164.9,21775.8,6552.1,27177.2,27395.3,887.35,11448.9,27395.3
