Date,NIFTY 50,NIFTY AUTO,NIFTY MEDIA,NIFTY METALS,NIFTY IT,NIFTY RURAL
05_05_2026_12_50,23983.2,25980.5,1449.55,13001.4,29041.3,15339.5
05_05_2026_12_55,24011.9,26028.9,1450.85,13005.8,29057.5,15355.8
05_05_2026_13_00,24019.8,26066.2,1451.75,13009.2,29047.2,15364.2
05_05_2026_13_05,24065.8,26220.6,1452.15,13024.1,29059.8,15401.4
05_05_2026_13_10,24068.8,26198.6,1452.3,13021.4,29058,15401.5
05_05_2026_13_15,24040.4,26140.7,1451.9,13008.2,29062.3,15394.5
05_05_2026_13_20,24041.4,26137.8,1450.65,13005.6,29047.7,15389.6
05_05_2026_13_25,24039.9,26124.2,1450.15,13007.2,29023.7,15384
05_05_2026_13_30,24024.7,26097.6,1450.9,13003.3,29025.9,15373.5
05_05_2026_13_35,24037.8,26102.1,1450.15,13005.9,29051,15378.6
05_05_2026_13_40,24050.4,26090.2,1452.05,13003.2,29085.4,15385.8
05_05_2026_13_45,24045.8,26104.2,1450.05,12995.2,29073.3,15384.8
05_05_2026_13_50,24030.2,26124.8,1448.4,12986,29061.6,15369.5
05_05_2026_13_55,24038.1,26121.9,1449.85,12982.9,29035.9,15374.4
05_05_2026_14_00,24029.2,26097.1,1448.7,12980.5,29025.9,15373.7
05_05_2026_14_05,24016.3,26052.8,1447.55,12977.2,29032.9,15362
05_05_2026_14_10,24016.8,26071.9,1446.95,12983,29039,15363.4
05_05_2026_14_15,24037.2,26093.3,1447.55,12995.4,29060.1,15375.2
05_05_2026_14_20,24035.3,26093.4,1447.8,12991.7,29067.2,15381.4
05_05_2026_14_25,24058.3,26101,1447.9,13005.5,29111.2,15385.5
05_05_2026_14_30,24036.2,26098.8,1447.9,13002.8,29084.3,15376.2
05_05_2026_14_35,24034.7,26121.9,1448.4,12993.3,29075.2,15377.2
05_05_2026_14_40,24042.1,26126.9,1449.45,12992.8,29106.8,15385
05_05_2026_14_45,24024.3,26132.9,1448.85,12981.2,29083.1,15381.5
05_05_2026_14_50,24020.7,26144,1447.3,12982.7,29068.3,15383.7
05_05_2026_14_55,24010.8,26163.7,1448.45,12973.5,29038.2,15380.3
05_05_2026_15_00,24013.2,26173.6,1449.6,12975,29092.4,15383.1
05_05_2026_15_05,24031.6,26174.9,1450.6,12988.7,29111.9,15390.2
05_05_2026_15_10,24041.7,26201.6,1450.1,12997.7,29121.8,15396.1
05_05_2026_15_15,24050.4,26215.6,1448.65,12996.5,29129.8,15407.2
05_05_2026_15_20,24041.8,26212.2,1450.5,12991.6,29111.4,15399.2
05_05_2026_15_25,24052.2,26244.1,1449.85,12998.8,29116.1,15401.7
06_05_2026_09_15,24175.8,26640.2,1456.85,13118.6,29448.7,15546
06_05_2026_09_20,24185.2,26616.1,1455.75,13109.2,29590.5,15541.9
06_05_2026_09_25,24171.6,26521.7,1455.15,13106.1,29599.6,15525.7
06_05_2026_09_30,24162.8,26533.2,1457.55,13106.3,29523.2,15523
06_05_2026_09_35,24154,26582.6,1455.1,13098.2,29461.9,15529.3
06_05_2026_09_40,24138.4,26618.2,1454.6,13090.8,29383.2,15532.1
06_05_2026_09_45,24136.9,26607.7,1455.35,13100.8,29369.4,15534.9
06_05_2026_09_50,24152.1,26605.2,1455.1,13077.5,29380.2,15543.8
06_05_2026_09_55,24140.3,26623.6,1453.4,13097.1,29395.8,15532.5
06_05_2026_10_00,24110.2,26618.8,1449.85,13082,29397.8,15522.9
06_05_2026_10_05,24107,26619.3,1447.75,13074.3,29412.1,15519.1
06_05_2026_10_10,24137.3,26644.2,1450.45,13076.2,29443.5,15535.8
06_05_2026_10_15,24137.5,26666.2,1449.1,13080.7,29420.7,15531.7
06_05_2026_10_20,24141.8,26644.8,1448.6,13082,29398.6,15523.2
06_05_2026_10_25,24136.4,26630.7,1447.85,13088.8,29361.3,15522.5
06_05_2026_10_30,24128.8,26631.8,1448.75,13091.3,29297.9,15523.6
06_05_2026_10_35,24124.4,26663.3,1447.9,13080.7,29277.1,15525.7
06_05_2026_10_40,24142.8,26662.8,1448.9,13082,29311.4,15537.1
06_05_2026_10_45,24129.8,26613.2,1447.6,13072.2,29310.1,15526
06_05_2026_10_50,24095.8,26419.3,1446.6,13071.9,29300.3,15489.5
06_05_2026_10_55,24095.8,26405.6,1447.6,13079.7,29304.1,15495.4
06_05_2026_11_00,24074.5,26288.6,1445.4,13073.1,29299.6,15462.8
06_05_2026_11_05,24098.3,26320.1,1446.75,13075.8,29290.6,15481.8
06_05_2026_11_10,24089.3,26313.7,1446.5,13049.5,29299.7,15480.8
06_05_2026_11_15,24087.1,26333.2,1446.5,13035.8,29347,15478.8
06_05_2026_11_20,24089.2,26389.6,1448.6,13022.2,29340.2,15484.5
06_05_2026_11_25,24112.5,26423.3,1448.05,13054.2,29336.5,15496
06_05_2026_11_30,24107.7,26452.8,1449.9,13052.3,29324.7,15500.9
06_05_2026_11_35,24078.5,26428.8,1447.15,13045.9,29299.3,15485.8
06_05_2026_11_40,24096.8,26446.6,1450.15,13053.2,29332.8,15499.2
06_05_2026_11_45,24108.1,26466.2,1450.65,13064.2,29355,15509.1
06_05_2026_11_50,24108.8,26470.2,1452.05,13074.7,29325.7,15508.4
06_05_2026_11_55,24097.3,26481.2,1452.05,13076.3,29318.6,15508.1
06_05_2026_12_00,24090.9,26455.6,1453.5,13068.2,29324.1,15506.8
06_05_2026_12_05,24084.4,26413.2,1455.1,13053.6,29292.4,15502.4
06_05_2026_12_10,24082.8,26413,1456.75,13073.8,29270.2,15500.3
06_05_2026_12_15,24074.2,26430.4,1454.4,13060.7,29247.3,15498.5
06_05_2026_12_20,24043.9,26379.8,1457.5,13048,29240.8,15477.6
06_05_2026_12_25,24054.7,26390.4,1456.6,13054.5,29249.2,15490.5
06_05_2026_12_30,24049.9,26362.2,1457.55,13062.2,29227.6,15484.1
06_05_2026_12_35,24036.7,26350.4,1457.05,13051.6,29232.3,15476.5
06_05_2026_12_40,24022.3,26325.3,1455.35,13043.4,29200.2,15471
06_05_2026_12_45,24018.3,26313.6,1453.35,13041.5,29176.9,15466.5
06_05_2026_12_50,24011.6,26331,1454.15,13040.2,29137.7,15468.6
06_05_2026_12_55,24023.1,26343.5,1456.8,13043.3,29147.1,15470.2
06_05_2026_13_00,24002.1,26323.3,1456.6,13051,29137,15455.5
06_05_2026_13_05,24038.9,26366.6,1458.85,13071,29200.2,15478.1
06_05_2026_13_10,24040.7,26376.5,1459.9,13076.1,29190.9,15481.8
06_05_2026_13_15,24063.4,26401.4,1462.6,13099.2,29209.7,15495
06_05_2026_13_20,24081.1,26413.5,1461.5,13112,29232.2,15505
06_05_2026_13_25,24075.3,26442.6,1462.5,13105.7,29229.2,15504.2
06_05_2026_13_30,24086.3,26454.7,1460.55,13113.5,29214.3,15517.8
06_05_2026_13_35,24103.6,26454.8,1460.4,13134.2,29229.2,15520
06_05_2026_13_40,24100.9,26435.9,1460.25,13135.8,29228,15519.3
06_05_2026_13_45,24102.8,26443.7,1459.4,13137.2,29231.5,15517
06_05_2026_13_50,24111.2,26468.5,1460.65,13142.3,29189.8,15523.5
06_05_2026_13_55,24106.9,26435.2,1461.75,13136.9,29147.9,15519.3
06_05_2026_14_00,24109.5,26450.2,1462.25,13140.8,29142.9,15517.1
06_05_2026_14_05,24109.3,26438.6,1462.55,13141.6,29134.2,15515.5
06_05_2026_14_10,24133.3,26457.7,1464.4,13151.2,29152.2,15530.2
06_05_2026_14_15,24141.2,26471.7,1466.95,13141.3,29168.7,15536.5
06_05_2026_14_20,24250.5,26563.3,1470.25,13174.5,29263.6,15594
06_05_2026_14_25,24311.7,26634.7,1470.25,13185.5,29320.1,15610.5
06_05_2026_14_30,24306.8,26664.7,1469.65,13158.7,29269,15608.4
06_05_2026_14_35,24300.4,26701.2,1470,13164.2,29258.8,15626.2
06_05_2026_14_40,24334.3,26770.2,1470.85,13169.2,29298.5,15648.5
06_05_2026_14_45,24349.3,26769.3,1472.2,13178.2,29312.3,15651.9
06_05_2026_14_50,24332.1,26794.7,1472.85,13167.5,29288.9,15643.8
06_05_2026_14_55,24348.2,26790.7,1470.3,13158.5,29296.5,15651.3
06_05_2026_15_00,24342.2,26808.1,1470.95,13135.3,29294.6,15660.6
06_05_2026_15_05,24315.5,26800.7,1470.1,13121,29286.2,15647.1
06_05_2026_15_10,24321.3,26814.4,1467.65,13116.5,29256.1,15650.5
06_05_2026_15_15,24330.7,26843.4,1468.4,13130.1,29268.4,15659.8
06_05_2026_15_20,24329.1,26850.2,1469.65,13129.7,29254.6,15663.3
06_05_2026_15_25,24339.3,26853.8,1470.85,13124.7,29292.9,15665
07_05_2026_09_15,24318.2,26952.8,1473.3,13169,29324.6,15682.2
07_05_2026_09_20,24335.3,27062.4,1469.8,13210,29244.7,15690.7
07_05_2026_09_25,24334.2,27145.1,1477.05,13198.5,29169.1,15708.8
07_05_2026_09_30,24356.7,27215.8,1477.5,13204,29125.4,15711.8
07_05_2026_09_35,24354.2,27253.7,1471.65,13201.7,29157.4,15716.8
07_05_2026_09_40,24397.3,27320.8,1476.55,13242.8,29226.8,15738.5
07_05_2026_09_45,24352.2,27263.9,1468.35,13216.3,29192.6,15709.1
07_05_2026_09_50,24335.2,27152.8,1467.85,13214.8,29160.3,15677.8
07_05_2026_09_55,24342.9,27140.2,1468.6,13208.5,29188.8,15674.1
07_05_2026_10_00,24370.2,27173.6,1472.25,13211.9,29187.2,15687.8
07_05_2026_10_05,24328.3,27127.8,1467.9,13200.8,29163.9,15674.8
07_05_2026_10_10,24323.7,27123.7,1467.2,13190.7,29145.9,15676.8
07_05_2026_10_15,24349.1,27149.9,1468,13186.5,29163.6,15693.6
07_05_2026_10_20,24353.2,27166.2,1468.95,13173.6,29172,15695.8
07_05_2026_10_25,24360.3,27157.3,1468.25,13197.5,29143.2,15701.8
07_05_2026_10_30,24367.3,27182.8,1472.7,13212.5,29177.1,15705.8
07_05_2026_10_35,24364.6,27211.1,1471.8,13214.2,29147.8,15713.2
07_05_2026_10_40,24373.4,27226.7,1471.5,13213.3,29130,15721.8
07_05_2026_10_45,24360.4,27225.7,1471.05,13210.5,29130.8,15712
07_05_2026_10_50,24351.6,27184.9,1472.35,13203.5,29126.8,15706
07_05_2026_10_55,24340.8,27191.5,1471.7,13204.5,29133.3,15704
07_05_2026_11_00,24332.8,27197.6,1472.4,13198.2,29104.4,15705.4
07_05_2026_11_05,24320,27158.8,1470.9,13196.5,29085.1,15697.8
07_05_2026_11_10,24317.8,27173.7,1469.85,13204,29077.3,15697.8
07_05_2026_11_15,24318.4,27177.6,1469.05,13210.1,29071,15694.4
07_05_2026_11_20,24309.2,27197.8,1466.2,13207.8,29044.4,15692.6
07_05_2026_11_25,24306.4,27165.5,1466.05,13206.8,29056.4,15688.2
07_05_2026_11_30,24323.4,27171.4,1468.15,13204.8,29094.6,15695.2
07_05_2026_11_35,24313.8,27137.2,1466.35,13173.8,29081,15684.8
07_05_2026_11_40,24288.5,27168.9,1465.75,13179.1,29059.6,15672.6
07_05_2026_11_45,24305.7,27231.2,1466.55,13195.4,29072.3,15682.4
07_05_2026_11_50,24321.3,27279.7,1467.3,13210.3,29080.4,15693.5
07_05_2026_11_55,24340.6,27267.6,1467.25,13220.8,29100.8,15706.3
07_05_2026_12_00,24355,27281.8,1466.35,13229.8,29096.8,15710
07_05_2026_12_05,24360.2,27269.6,1467,13221.2,29098.3,15710.3
07_05_2026_12_10,24361.6,27273.3,1469.65,13237.8,29088.9,15715.7
07_05_2026_12_15,24365.9,27294.5,1471.2,13225.2,29108.6,15723
07_05_2026_12_20,24377.2,27323.1,1471.35,13224.5,29123.2,15728.7
07_05_2026_12_25,24355.2,27297.3,1469.85,13218.2,29117.6,15722.1
07_05_2026_12_30,24344.9,27282.3,1469.05,13216,29121.1,15713.2
07_05_2026_12_35,24436.7,27325.9,1470.85,13243.2,29186.1,15751.8
07_05_2026_12_40,24463.2,27353.2,1470.1,13239.8,29194.6,15770.5
07_05_2026_12_45,24442.8,27330.6,1470.55,13236,29197.4,15760.1
07_05_2026_12_50,24409.2,27368.9,1469.1,13216.2,29156.3,15755.2
07_05_2026_12_55,24388.2,27333.8,1470.8,13217,29163.4,15744.3
07_05_2026_13_00,24402.4,27381.9,1473.65,13194.8,29175.4,15750.8
07_05_2026_13_05,24396.3,27512.3,1473.7,13193,29189.7,15757.8
07_05_2026_13_10,24389.7,27514,1476.75,13188.9,29179.1,15756.8
07_05_2026_13_15,24350.7,27446.5,1472.65,13166.2,29155,15734.1
07_05_2026_13_20,24345.3,27393.2,1475.5,13171.3,29152.7,15726.9
07_05_2026_13_25,24353.3,27409.7,1476.05,13177.1,29152.7,15731.4
07_05_2026_13_30,24357.8,27413.7,1475.1,13190.5,29150.6,15735.7
07_05_2026_13_35,24334.8,27395.8,1475.2,13183.5,29126.7,15722.4
07_05_2026_13_40,24349.8,27402.1,1474.95,13185.5,29151.6,15731.8
07_05_2026_13_45,24356.6,27421.7,1475.4,13180.2,29161.8,15731
07_05_2026_13_50,24364.7,27421.2,1476.7,13179.8,29162.2,15733.8
07_05_2026_13_55,24368.7,27395.1,1477.9,13187.1,29152.4,15730.5
07_05_2026_14_00,24353.5,27357,1475,13183.9,29127.2,15721
07_05_2026_14_05,24372.7,27370.9,1474.95,13188.9,29138.7,15725.3
07_05_2026_14_10,24361.7,27376.2,1476.25,13194.5,29101.7,15721.8
07_05_2026_14_15,24342.7,27358.8,1474.65,13192.5,29081.6,15711.5
07_05_2026_14_20,24364.3,27362,1476.55,13199,29094.8,15716.5
07_05_2026_14_25,24376.9,27387.1,1477,13198,29101.8,15726
07_05_2026_14_30,24367.9,27380.7,1476.3,13195.5,29121.6,15723.5
07_05_2026_14_35,24351.9,27368.5,1474.8,13191.5,29084.4,15716.5
07_05_2026_14_40,24339.4,27330.6,1473.25,13191.5,29092.2,15703.7
07_05_2026_14_45,24330.2,27311.8,1472.8,13184.6,29083.1,15697.8
07_05_2026_14_50,24348.2,27362.4,1474.55,13178.9,29096.5,15712.1
07_05_2026_14_55,24352.7,27362.8,1474.85,13178.3,29078.1,15710.8
07_05_2026_15_00,24337.8,27334.8,1474.05,13169.9,29049.6,15698
07_05_2026_15_05,24318.6,27315.8,1472.95,13163.3,29012.8,15684.2
07_05_2026_15_10,24303.1,27325,1472.85,13158.8,29043.6,15682.6
07_05_2026_15_15,24328.7,27364.2,1472.15,13164.3,29061.2,15698.4
07_05_2026_15_20,24318.8,27335.7,1472.05,13167,29048.1,15694.2
07_05_2026_15_25,24336.4,27333.3,1472.65,13164,29082.9,15701.2
08_05_2026_09_15,24219.3,27173.9,1470.85,13103.8,29237.3,15639.3
08_05_2026_09_20,24215,27135,1471.45,13070.4,29193.1,15620.8
08_05_2026_09_25,24244.2,27311.9,1475.55,13114.8,29279.6,15655
08_05_2026_09_30,24207.2,27275.4,1473.5,13104.8,29193,15639
08_05_2026_09_35,24191.2,27255.6,1470.25,13099.7,29218.1,15620.3
08_05_2026_09_40,24167.8,27222.1,1468.1,13072.3,29200.2,15605.8
08_05_2026_09_45,24168.6,27252.7,1470.45,13069.3,29226.3,15608.8
08_05_2026_09_50,24182.2,27282.7,1473.25,13074.2,29233.1,15625.5
08_05_2026_09_55,24198.4,27294.6,1473.45,13081.9,29231.2,15631.2
08_05_2026_10_00,24194.2,27289.1,1473.15,13085.5,29203,15631.5
08_05_2026_10_05,24196.1,27264.2,1471.85,13082.8,29198.2,15630.3
08_05_2026_10_10,24211.3,27282.6,1473.15,13079,29224.6,15651
08_05_2026_10_15,24206.8,27279.8,1474.7,13072,29223.4,15648.3
08_05_2026_10_20,24231.5,27317.9,1477.1,13094.3,29286.6,15666
08_05_2026_10_25,24238.1,27322.8,1473.95,13097.7,29303.3,15664.8
08_05_2026_10_30,24232.3,27332,1474.25,13105.5,29324.5,15667.2
08_05_2026_10_35,24230.8,27339.8,1473.9,13101.8,29301.9,15666.8
08_05_2026_10_40,24232.2,27359.3,1474.15,13116,29306.5,15672.5
08_05_2026_10_45,24222.4,27358.4,1473.15,13118.3,29261.8,15668.8
08_05_2026_10_50,24206.3,27346.1,1473.5,13095.3,29283.5,15661
08_05_2026_10_55,24195.9,27348.6,1471.75,13093.3,29289.3,15658.3
08_05_2026_11_00,24225.2,27381.7,1472.75,13106.2,29262.6,15671.7
08_05_2026_11_05,24225.2,27362.9,1472.65,13099.3,29261.3,15670.8
08_05_2026_11_10,24233,27354.7,1473,13106.1,29242.2,15672.2
08_05_2026_11_15,24212.5,27345.1,1470.55,13092.2,29208.4,15657.8
08_05_2026_11_20,24205,27342.4,1472.9,13093.9,29194.7,15656.4
08_05_2026_11_25,24198.3,27350.4,1472.6,13094.9,29202.2,15653
08_05_2026_11_30,24207.5,27362.7,1472.5,13111,29228.7,15657
08_05_2026_11_35,24206.1,27362.3,1471.9,13103,29231.1,15656
08_05_2026_11_40,24199.4,27376.4,1471.4,13116,29200.4,15658.8
08_05_2026_11_45,24199.8,27372.9,1470.8,13117.2,29192.6,15660.9
08_05_2026_11_50,24204.3,27365.9,1471.7,13106,29209.1,15667.7
08_05_2026_11_55,24205.8,27370.2,1469.6,13101.4,29190.8,15670.8
08_05_2026_12_00,24200.9,27344,1471.05,13116.3,29192.9,15671.3
08_05_2026_12_05,24178.9,27313.8,1469.75,13112.7,29179,15652.2
08_05_2026_12_10,24184.2,27342.6,1472.45,13112.4,29196.5,15659.5
08_05_2026_12_15,24188.6,27341.4,1473.85,13100.8,29198.4,15660.3
08_05_2026_12_20,24185.8,27343.6,1474.6,13105.2,29162.5,15662.2
08_05_2026_12_25,24196.1,27360.3,1474.9,13107.7,29244.3,15669
08_05_2026_12_30,24177.6,27325.1,1474.7,13081.6,29244.6,15659.4
08_05_2026_12_35,24171.6,27295.6,1473.5,13067,29262.8,15651.3
08_05_2026_12_40,24164.3,27297.8,1472.95,13067,29263,15649.9
08_05_2026_12_45,24170.4,27302,1470.8,13064.5,29252.5,15657.2
08_05_2026_12_50,24170.9,27325.4,1476.1,13047.3,29271.5,15659.8
08_05_2026_12_55,24163.4,27312.7,1477.15,13053.5,29283.3,15653.9
08_05_2026_13_00,24158.7,27290.7,1479.1,13059.2,29282.1,15645.8
08_05_2026_13_05,24175.4,27289.5,1478.8,13052.8,29309.3,15649.5
08_05_2026_13_10,24167,27277.4,1479.8,13062.4,29333.5,15643.2
08_05_2026_13_15,24162.9,27269.3,1480.5,13057,29331,15639.3
08_05_2026_13_20,24166.7,27271.8,1478.55,13060.8,29343.6,15642
08_05_2026_13_25,24195.4,27317.2,1476.75,13074.5,29389.7,15658.7
08_05_2026_13_30,24184.4,27293.8,1476.05,13054,29383.6,15655
08_05_2026_13_35,24172.2,27283.1,1474.75,13044.5,29342.4,15645
08_05_2026_13_40,24170.9,27289.4,1475.25,13049.5,29328.1,15643.3
08_05_2026_13_45,24173.7,27278.4,1478,13044.9,29324.9,15643.5
08_05_2026_13_50,24174.7,27280.5,1475.95,13057.2,29318.6,15643.5
08_05_2026_13_55,24137.2,27264.6,1472.85,13039.3,29291.7,15604.1
08_05_2026_14_00,24145.6,27310.1,1473.7,13054.5,29323.7,15597.8
08_05_2026_14_05,24177.9,27343.2,1474.9,13057.4,29368.7,15615.5
08_05_2026_14_10,24145.8,27327.1,1473.55,13044.5,29363.3,15589
08_05_2026_14_15,24147.2,27306,1473.7,13045.6,29352.3,15585
08_05_2026_14_20,24147.8,27295.3,1473.55,13043.7,29353.4,15577.5
08_05_2026_14_25,24169.7,27311.5,1474.65,13064.3,29388.4,15597.5
08_05_2026_14_30,24195.4,27335.8,1475.25,13086.2,29439.2,15610.8
08_05_2026_14_35,24218.7,27360.3,1475.15,13097,29469.8,15625.5
08_05_2026_14_40,24231.7,27341.1,1475.4,13103.5,29453.9,15626.5
08_05_2026_14_45,24232.2,27338.7,1475.85,13097.2,29475.9,15625.8
08_05_2026_14_50,24231,27346.7,1475.55,13098.3,29472.5,15626.1
08_05_2026_14_55,24213.7,27315.6,1474.45,13085.9,29436.8,15609.7
08_05_2026_15_00,24170.3,27268.1,1475.6,13061.2,29392.3,15581.6
08_05_2026_15_05,24179.7,27269.2,1473.1,13051.5,29412,15583.3
08_05_2026_15_10,24180.8,27271.2,1471.95,13047.4,29398.4,15575.5
08_05_2026_15_15,24175.6,27247.8,1472.25,13048.6,29391.9,15567.7
08_05_2026_15_20,24170.7,27240.4,1470.9,13041.8,29393.1,15557
08_05_2026_15_25,24179.8,27251.6,1474,13049,29395.2,15562.2
11_05_2026_09_15,23918.8,26747.2,1449.8,13025.3,29377.4,15367.2
11_05_2026_09_20,23937.4,26898.1,1451.1,12998.8,29374.9,15402.4
11_05_2026_09_25,23953.2,26904.3,1452.4,12993.2,29353.4,15412.8
11_05_2026_09_30,23930.7,26871.9,1445,12989.2,29391.8,15389.8
11_05_2026_09_35,23881.8,26801.4,1439.3,12951.7,29333.3,15344
11_05_2026_09_40,23865.7,26824.5,1438.85,12959.2,29303.2,15343.4
11_05_2026_09_45,23885,26833.8,1439.7,12969.1,29370,15355.3
11_05_2026_09_50,23892.8,26853,1439.65,12991.2,29400,15361
11_05_2026_09_55,23874.2,26790.3,1438.3,12978.7,29371.9,15341
11_05_2026_10_00,23893.2,26871.7,1444,12987.8,29359.2,15364.8
11_05_2026_10_05,23899.2,26867.5,1444,12984.3,29370.5,15371
11_05_2026_10_10,23893.4,26858.7,1445.55,12979.8,29349.8,15373.5
11_05_2026_10_15,23851.2,26784.8,1442.7,12955.7,29311.5,15344
11_05_2026_10_20,23871.7,26813.2,1444.95,12975,29322.8,15351.1
11_05_2026_10_25,23869.2,26786.8,1444.55,12960.3,29352.2,15347.7
11_05_2026_10_30,23870.1,26739.3,1445.25,12946.6,29448.9,15334.9
11_05_2026_10_35,23863.2,26689.8,1444.6,12950,29431.2,15321.7
11_05_2026_10_40,23860.1,26671.2,1445.9,12953,29427.8,15316.4
11_05_2026_10_45,23860.4,26685,1446.3,12959,29399.3,15316.9
11_05_2026_10_50,23889.8,26744.8,1447.9,12974.7,29420.1,15331.2
11_05_2026_10_55,23886.9,26746.7,1449.85,12974.5,29463.4,15324.8
11_05_2026_11_00,23896.2,26779.4,1451.1,12974.4,29499,15331.5
11_05_2026_11_05,23903.2,26820.3,1451.65,12978.8,29481.5,15336.5
11_05_2026_11_10,23914.6,26829.2,1451.5,12977,29465.8,15342.8
11_05_2026_11_15,23918.3,26823.1,1451.05,12977,29429.4,15347.8
11_05_2026_11_20,23926.2,26822.8,1451.8,12976.7,29421.7,15353.5
11_05_2026_11_25,23927.8,26830.6,1453.35,12981.2,29423.4,15353.7
11_05_2026_11_30,23924.6,26836.9,1454,12969.9,29404.2,15356.5
11_05_2026_11_35,23936.1,26828.2,1454.7,12972.3,29451.8,15366.2
11_05_2026_11_40,23949.4,26852.9,1455.75,12992.5,29499.7,15374.4
11_05_2026_11_45,23921.2,26819.4,1455.45,12982.2,29476.2,15361.6
11_05_2026_11_50,23937.8,26834.6,1456.05,12981.9,29508.9,15369.4
11_05_2026_11_55,23930.9,26823.6,1456,12972.2,29502.8,15361
11_05_2026_12_00,23923.7,26827.4,1455.45,12967.5,29502.7,15362.6
11_05_2026_12_05,23939.3,26845,1456.6,12974.4,29500.2,15372.8
11_05_2026_12_10,23935.6,26844.2,1459.35,12981.8,29465.2,15376.6
11_05_2026_12_15,23938,26887.8,1459.35,12973.8,29452.7,15380
11_05_2026_12_20,23942.5,26897.8,1456.3,12979.9,29466.3,15383.2
11_05_2026_12_25,23929.1,26872.3,1456.7,12976.8,29468.2,15371.5
11_05_2026_12_30,23924.3,26882.9,1456.1,12970.8,29484.8,15373.9
11_05_2026_12_35,23913.1,26901.8,1455.25,12969.2,29467.4,15368.3
11_05_2026_12_40,23950.3,26949.2,1456.6,12989,29511.2,15388
11_05_2026_12_45,23940.9,26951.3,1456.7,12978.4,29486.8,15384.2
11_05_2026_12_50,23938.3,26946.4,1456.8,12973.4,29501.8,15385.2
11_05_2026_12_55,23945.6,26947.1,1458.6,12976.5,29475.7,15388.2
11_05_2026_13_00,23918.7,26915.1,1457.75,12970.9,29456,15375.3
11_05_2026_13_05,23939.2,26897.2,1457.7,12974.6,29493.1,15383.5
11_05_2026_13_10,23949.8,26900.3,1459.65,12979.3,29484.6,15391
11_05_2026_13_15,23934.9,26871.8,1459.85,12966.2,29481.6,15379.5
11_05_2026_13_20,23949.5,26904.7,1460.4,12974,29508.9,15397.9
11_05_2026_13_25,23946.3,26907.4,1460.4,12974.6,29500.4,15391.5
11_05_2026_13_30,23950.7,26923.7,1459.4,12984.8,29461.4,15401.2
11_05_2026_13_35,23952.1,26901.2,1461.1,12985.9,29468.6,15405.3
11_05_2026_13_40,23965.4,26924.3,1461,12991.7,29455.2,15416.7
11_05_2026_13_45,23979.8,26937.8,1461.7,13005.2,29451.2,15421.5
11_05_2026_13_50,23993.9,26973.4,1460.9,13007,29476.1,15429.2
11_05_2026_13_55,23966.4,26944.1,1453.25,12998.8,29461.2,15409.8
11_05_2026_14_00,23963.6,26949.5,1446.2,12996.3,29452.4,15410.5
11_05_2026_14_05,23958.9,26923.4,1447.05,12997.9,29460.6,15402.9
11_05_2026_14_10,23946.3,26899.9,1444.6,12983.6,29458.5,15391.7
11_05_2026_14_15,23939.8,26928.2,1446.35,12980,29432.4,15390.5
11_05_2026_14_20,23941.7,26947.7,1444.65,12981.7,29423.9,15391.2
11_05_2026_14_25,23931.9,26934.8,1445.35,12988.3,29409.8,15387.8
11_05_2026_14_30,23953,26948.3,1446.45,13010.4,29462.3,15401
11_05_2026_14_35,23926.1,26904.9,1443.9,12994.5,29430.2,15386
11_05_2026_14_40,23916.3,26895.3,1445.25,12988.5,29401.4,15380.6
11_05_2026_14_45,23889.9,26862.9,1443.5,12964.3,29374.8,15362.4
11_05_2026_14_50,23894.2,26857.2,1444.2,12961.1,29391.4,15361.5
11_05_2026_14_55,23875.9,26840.1,1442.55,12952,29386.8,15352.3
11_05_2026_15_00,23830.7,26764.6,1439.25,12922.8,29331.6,15319.7
11_05_2026_15_05,23817.4,26752.6,1438.05,12928,29304.7,15311.5
11_05_2026_15_10,23805.8,26740.3,1435.7,12922,29323.6,15304.9
11_05_2026_15_15,23803.8,26733.8,1436.6,12926.3,29330.3,15312.6
11_05_2026_15_20,23810.2,26743.5,1436.6,12921.8,29326.4,15315.5
11_05_2026_15_25,23820.3,26755.4,1435.65,12929.5,29325.3,15322.7
12_05_2026_09_15,23736.9,26789.7,1430.15,13022,28639.2,15277.6
12_05_2026_09_20,23684.2,26699.8,1421.1,13006.5,28574.8,15244.3
12_05_2026_09_25,23638.3,26612.7,1416.85,12968.6,28465.4,15213.5
12_05_2026_09_30,23634.1,26587,1411.7,12964.7,28442.2,15203.2
12_05_2026_09_35,23626.2,26530.9,1416,12968.1,28463.7,15194.8
12_05_2026_09_40,23640.7,26648.3,1421.15,12987,28466.3,15227.4
12_05_2026_09_45,23638.2,26625.8,1420.85,13006.4,28415.9,15231.1
12_05_2026_09_50,23638.2,26591.7,1420.3,12999.8,28435.8,15232.5
12_05_2026_09_55,23625.8,26595.1,1418.75,12981.3,28370.4,15224.3
12_05_2026_10_00,23630.2,26581.9,1416.95,12988.5,28341.1,15221.5
12_05_2026_10_05,23636.1,26560.8,1416.6,12983.3,28366.8,15225.5
12_05_2026_10_10,23651.4,26592.2,1420.6,12994,28377.2,15239.7
12_05_2026_10_15,23668.2,26585.8,1421.05,13017.3,28394.7,15245
12_05_2026_10_20,23630.3,26575.3,1417,12999.3,28336.8,15226.2
12_05_2026_10_25,23613.2,26554.3,1414.3,12996,28302.8,15209.5
12_05_2026_10_30,23607.7,26536.1,1413.5,12974.7,28269.8,15203
