Date,NIFTY 50,NIFTY METALS,NIFTY AUTO,NIFTY IT,NIFTY RURAL,NIFTY MEDIA,NIFTY OIL GAS
29-Jul-24,26426.6,9450.3,43048.75833,40820.1,43048.75833,42622.533,13184.9
30-Jul-24,26580.9,9468.35,42537.76297,40776.4,42537.76297,42116.597,13260.2
31-Jul-24,26685.2,9583.4,42729.38623,40851.1,42729.38623,42306.323,13254.8
1-Aug-24,26487.4,9573.2,42689.85483,40709.4,42689.85483,42267.183,13301.9
2-Aug-24,25714.4,9314.55,42269.67766,39730.3,42269.67766,41851.166,13137.5
5-Aug-24,24706.5,8862.5,40618.20141,38435.9,40618.20141,40216.041,12649.5
6-Aug-24,24520.1,8888.95,40983.03462,38624.2,40983.03462,40577.262,12588.4
7-Aug-24,24937.6,9128.45,41016.01213,39194.8,41016.01213,40609.913,12973.8
8-Aug-24,24917.3,8969.25,40674.48164,38448.3,40674.48164,40271.764,12802.4
9-Aug-24,25346.7,9038.3,40834.27172,39043.3,40834.27172,40429.972,12972.8
12-Aug-24,25278.9,9106.25,40914.06273,39109.6,40914.06273,40508.973,13043.3
13-Aug-24,25081.8,8957.15,40970.44699,39114.9,40970.44699,40564.799,12906
14-Aug-24,25093.5,8844.3,41369.71413,39731.2,41369.71413,40960.113,12808.5
16-Aug-24,25597.3,8994.1,42576.46213,40878.2,42576.46213,42154.913,12999.8
19-Aug-24,25368.8,9161.95,42934.84548,41236.9,42934.84548,42509.748,13197.3
20-Aug-24,25500,9204.65,43428.98798,41572.8,43428.98798,42998.998,13217.7
21-Aug-24,25586.8,9264.05,43280.22508,41570.9,43280.22508,42851.708,13258.4
22-Aug-24,25563.7,9326.25,43519.9102,41506.2,43519.9102,43089.02,13227.3
23-Aug-24,25850.7,9290.5,43223.21664,41089.9,43223.21664,42795.264,13140.5
26-Aug-24,25941.4,9490.75,43506.28227,41662.1,43506.28227,43075.527,13293
27-Aug-24,25911.9,9432.75,43626.74901,41709.2,43626.74901,43194.801,13298
28-Aug-24,25879.4,9414.8,44438.59913,42394.4,44438.59913,43998.613,13292.2
29-Aug-24,26020.4,9369.95,44514.74909,42591.6,44514.74909,44074.009,13416.5
30-Aug-24,26172.8,9405.25,44643.33017,42787.8,44643.33017,44201.317,13456.9
2-Sep-24,26071.4,9307.15,45044.46985,42975.6,45044.46985,44598.485,13486.5
3-Sep-24,26034.7,9254.75,44935.34238,42851.3,44935.34238,44490.438,13416.8
4-Sep-24,25934.2,9185.5,44211.08552,42450.5,44211.08552,43773.352,13363.4
5-Sep-24,25835.3,9212.95,44489.57383,42644.6,44489.57383,44049.083,13312.3
6-Sep-24,25527.2,9161.15,44715.83908,42228.9,44715.83908,44273.108,13024.5
9-Sep-24,25495.2,9099,44141.59348,41919.1,44141.59348,43704.548,12845.7
10-Sep-24,25556.4,9156.2,44667.77722,42644.2,44667.77722,44225.522,12814.2
11-Sep-24,25240.6,9028.2,44716.46326,42473.3,44716.46326,44273.726,12568.3
12-Sep-24,25779.8,9290.85,45008.78756,43152.1,45008.78756,44563.156,12770.3
13-Sep-24,25820.8,9370.65,45327.53548,43394.4,45327.53548,44878.748,12684.2
16-Sep-24,25829.7,9427.7,45339.49893,43352.6,45339.49893,44890.593,12697.6
17-Sep-24,25896.4,9388.15,45404.82977,43415,45404.82977,44955.277,12714.2
18-Sep-24,25804.4,9310.55,44964.26272,42089.3,44964.26272,44519.072,12584
19-Sep-24,25907.7,9251.2,44577.27112,41945.6,44577.27112,44135.912,12414.8
20-Sep-24,26394.6,9404.3,44082.92056,42204.4,44082.92056,43646.456,12501.3
23-Sep-24,26805.4,9454.85,44086.35355,41987.4,44086.35355,43649.855,12737.8
24-Sep-24,26920.4,9735.4,44112.77717,42243.9,44112.77717,43676.017,12786
25-Sep-24,26888.3,9777.15,43924.48287,41960.9,43924.48287,43489.587,12786.7
26-Sep-24,27496.2,9985.7,44051.91962,42160.9,44051.91962,43615.762,12823.7
27-Sep-24,27610.8,10064.6,45126.02937,42312.6,45126.02937,44679.237,13128.2
30-Sep-24,27027.2,10198.3,43979.09862,41946.1,43979.09862,43543.662,13035.6
1-Oct-24,27083.4,10223,44182.06115,42434.8,44182.06115,43744.615,12947.9
3-Oct-24,26302.1,10155,44031.63377,41762.6,44031.63377,43595.677,12595.7
4-Oct-24,25926.3,10113.2,44281.51383,41912.5,44281.51383,43843.083,12462.5
7-Oct-24,25807.2,9886.3,44204.32357,42190.6,44204.32357,43766.657,12180.1
8-Oct-24,26236.1,9794.45,44155.74156,42387.6,44155.74156,43718.556,12334.8
9-Oct-24,26450.2,9800.75,44650.30018,42622.8,44650.30018,44208.218,12252.5
10-Oct-24,26528.5,9839.95,44608.48012,42088.8,44608.48012,44166.812,12247.1
11-Oct-24,26436.6,9932.7,44282.65816,42335.7,44282.65816,43844.216,12306.5
14-Oct-24,26463.6,9905,44717.39953,42872.8,44717.39953,44274.653,12289.5
15-Oct-24,26242.6,9762.05,45075.67885,42731.3,45075.67885,44629.385,12256
16-Oct-24,25909,9741.7,44411.55133,42230.7,44411.55133,43971.833,12283.7
17-Oct-24,24991.2,9603.3,44629.28612,42734.4,44629.28612,44187.412,12128.6
18-Oct-24,25146.9,9753.9,44295.76594,42106.5,44295.76594,43857.194,12104.2
21-Oct-24,25251.8,9606.8,44326.24673,41562.7,44326.24673,43887.373,11953.7
22-Oct-24,24627.2,9318.8,43537.17918,41238.8,43537.17918,43106.118,11672
23-Oct-24,24451.3,9295.25,44244.89527,42222.1,44244.89527,43806.827,11640.1
24-Oct-24,24324.8,9273.45,44087.49788,42139.9,44087.49788,43650.988,11648.6
25-Oct-24,23799.3,9048.95,44073.45383,42038.9,44073.45383,43637.083,11352.2
28-Oct-24,23964.4,9278.4,44110.07239,42205.4,44110.07239,43673.339,11371.8
29-Oct-24,23588.6,9338.75,43911.99927,42031.4,43911.99927,43477.227,11409.5
30-Oct-24,23594,9342.45,43863.62532,41668.6,43863.62532,43429.332,11366.9
31-Oct-24,23514.7,9326.85,43174.42657,40407.6,43174.42657,42746.957,11347.1
1-Nov-24,23817.4,9385.8,42284.76201,40397.7,42284.76201,41866.101,11459.2
4-Nov-24,23573.2,9242.9,42103.43772,40421.8,42103.43772,41686.572,11158.2
5-Nov-24,23839.6,9505.4,42296.72546,40424.6,42296.72546,41877.946,11245.2
6-Nov-24,24137.9,9656.45,43802.35165,42039.5,43802.35165,43368.665,11531
7-Nov-24,23812.5,9392.85,44077.09488,41752.4,44077.09488,43640.688,11452.3
8-Nov-24,23805.2,9308.9,44011.66001,42050.1,44011.66001,43575.901,11228.1
11-Nov-24,23729.4,9216.25,44522.86343,42590.3,44522.86343,44082.043,11135.1
12-Nov-24,23269.1,9078.5,44612.84938,42609.6,44612.84938,44171.138,11033.8
13-Nov-24,22765.2,8836.75,44378.88591,42369.5,44378.88591,43939.491,10825
14-Nov-24,22914.5,8828.7,44351.1099,42390.9,44351.1099,43911.99,10810.3
18-Nov-24,23043.8,8996.65,44153.34887,41406.6,44153.34887,43716.187,10637.2
19-Nov-24,23359.5,8920.35,44158.23828,41748.4,44158.23828,43721.028,10603
21-Nov-24,23145.9,8717.4,44031.63377,41952.8,44031.63377,43595.677,10446.5
22-Nov-24,23554.1,8846.2,45186.57483,43332.1,45186.57483,44739.183,10677
25-Nov-24,23716.4,8883,45514.78948,43618.1,45514.78948,45064.148,10979
26-Nov-24,23413,8916.7,46027.65738,44085.9,46027.65738,45571.938,10924
27-Nov-24,23517.3,8987.35,46117.12318,44018.7,46117.12318,45660.518,10984.8
28-Nov-24,23134.7,8964.85,45786.82793,42968.8,45786.82793,45333.493,10967
29-Nov-24,23368.6,9034,45220.69667,43146.2,45220.69667,44772.967,11103.8
2-Dec-24,23599.6,9133.6,45334.1934,43547,45334.1934,44885.34,11138.2
3-Dec-24,23752.4,9246.25,45577.10345,43754.9,45577.10345,45125.845,11267.9
4-Dec-24,23584,9230.1,46007.89168,43949.2,46007.89168,45552.368,11235.4
5-Dec-24,23736.2,9282.75,46842.52437,44806.4,46842.52437,46378.737,11319
6-Dec-24,23960.2,9397.15,46659.84769,44716.1,46659.84769,46197.869,11322.6
9-Dec-24,23775.1,9455.25,46723.30599,44832,46723.30599,46260.699,11251.7
10-Dec-24,23767.1,9475.35,47206.52534,45199.8,47206.52534,46739.134,11222.3
11-Dec-24,23851.8,9483.65,47228.47567,45350.4,47228.47567,46760.867,11224.9
12-Dec-24,23660.3,9507.75,47856.50478,45701.6,47856.50478,47382.678,11122.2
13-Dec-24,23773.1,9439.3,47946.28267,45995.8,47946.28267,47471.567,11160.3
16-Dec-24,23790.5,9347.75,47859.20956,45653.6,47859.20956,47385.356,11095.3
17-Dec-24,23417.8,9194.95,47603.71188,45413.8,47603.71188,47132.388,10916.2
18-Dec-24,23241.2,9069.9,47534.4279,45526.9,47534.4279,47063.79,10824.5
19-Dec-24,23070.9,8977.2,47090.11577,44954.2,47090.11577,46623.877,10785.2
20-Dec-24,22580,8813.25,47486.88619,43771.1,47486.88619,47016.719,10607.6
23-Dec-24,22557.8,8891.4,46051.37622,43828.4,46051.37622,45595.422,10689.7
24-Dec-24,22685.6,8817.6,45984.48493,43668.9,45984.48493,45529.193,10747.5
26-Dec-24,22876.1,8805.25,45618.1953,43664.2,45618.1953,45166.53,10756.5
27-Dec-24,23099.1,8720.7,45631.30308,43721.4,45631.30308,45179.508,10683
30-Dec-24,22768.2,8609.85,45955.77265,43971.4,45955.77265,45500.765,10631.2
31-Dec-24,22834,8649.9,45419.08188,43337.8,45419.08188,44969.388,10744.2
1-Jan-25,23139.6,8639.9,45324.31055,43373.1,45324.31055,44875.555,10772
2-Jan-25,24016.2,8723.35,46211.06227,44351.8,46211.06227,45753.527,10909.7
3-Jan-25,24005,8729.95,46123.88513,43726.6,46123.88513,45667.213,11046.7
6-Jan-25,23482.2,8455.5,46117.64333,43674.9,46117.64333,45661.033,10726.9
7-Jan-25,23482.1,8560.55,45889.81763,43375.9,45889.81763,45435.463,10902.8
8-Jan-25,23370.2,8503.2,45488.05377,43634.2,45488.05377,45037.677,11070.3
9-Jan-25,23305.2,8398.85,45605.29558,43126.4,45605.29558,45153.758,10855.8
10-Jan-25,23017.8,8262.95,46603.98358,44609.5,46603.98358,46142.558,10740.6
13-Jan-25,22382.2,7951.35,46455.32471,43999.1,46455.32471,45995.371,10454.3
14-Jan-25,22833.1,8267.5,45781.10628,43061.2,45781.10628,45327.828,10624
15-Jan-25,22712.8,8280.95,45198.64231,43401.2,45198.64231,44751.131,10630.8
16-Jan-25,22861.2,8422,45786.09972,43188.9,45786.09972,45332.772,10724
17-Jan-25,22791.1,8521.7,44207.65253,42032.2,44207.65253,43769.953,10891.7
20-Jan-25,22671.8,8613.35,44190.38355,42192.8,44190.38355,43752.855,10957.8
21-Jan-25,22303.2,8532.1,44250.92901,41697.9,44250.92901,43812.801,10834.3
22-Jan-25,22274.3,8470.25,44353.60662,42590.7,44353.60662,43914.462,10757
23-Jan-25,22518.9,8515.55,45423.03502,43351.8,45423.03502,44973.302,10702
24-Jan-25,22171.1,8438.8,45730.65173,43524.1,45730.65173,45277.873,10472.5
27-Jan-25,21970.4,8189.8,44988.70977,42060.7,44988.70977,44543.277,10238
28-Jan-25,22264.2,8157.45,44174.36293,41820.6,44174.36293,43736.993,10173
29-Jan-25,22586.3,8308.65,44700.02652,42914.5,44700.02652,44257.452,10235
30-Jan-25,22495.7,8299.75,44759.84377,42426.6,44759.84377,44316.677,10393.2
31-Jan-25,22867.6,8399.7,44699.40234,42662.8,44699.40234,44256.834,10588.1
1-Feb-25,23305.4,8298.5,44582.99277,42030.4,44582.99277,44141.577,10438.2
3-Feb-25,23327,8155.15,44082.92056,42314.2,44082.92056,43646.456,10206.2
4-Feb-25,23535.1,8301.45,44661.22333,42860.2,44661.22333,44219.033,10481.7
5-Feb-25,23517.1,8427.1,44993.80724,42888.3,44993.80724,44548.324,10634.8
6-Feb-25,23298.8,8363.65,45182.10154,43020.9,45182.10154,44734.754,10594.7
7-Feb-25,23459.9,8585.8,44871.67602,42921.6,44871.67602,44427.402,10499
10-Feb-25,23112.7,8359.25,44705.43608,42596.6,44705.43608,44262.808,10317
11-Feb-25,22573.9,8213.55,44514.64506,41968.3,44514.64506,44073.906,10117.8
12-Feb-25,22407.4,8268.4,43966.30293,41733,43966.30293,43530.993,10036.3
13-Feb-25,22344.3,8336.35,43635.07141,41315.6,43635.07141,43203.041,9997.25
14-Feb-25,22069.3,8187.5,43283.55404,41311.1,43283.55404,42855.004,9852.2
17-Feb-25,21951.8,8250.2,42917.47247,41073.2,42917.47247,42492.547,9921.1
18-Feb-25,21818.9,8255.6,43203.97109,41464.4,43203.97109,42776.209,9972.05
19-Feb-25,21809.2,8359.2,43071.74896,40924.2,43071.74896,42645.296,10045.6
20-Feb-25,22074.9,8523,42657.39747,40865.9,42657.39747,42235.047,10181.4
21-Feb-25,21505.9,8609.7,42553.88762,40544.6,42553.88762,42132.562,10074.2
24-Feb-25,21552.5,8422.8,41806.01595,39446.6,41806.01595,41392.095,9963.35
25-Feb-25,21662.7,8293.45,41110.78346,39131.3,41110.78346,40703.746,9850.6
27-Feb-25,21335.3,8334.8,40818.97931,38946.6,40818.97931,40414.831,9808.45
28-Feb-25,20498.6,8219.25,40199.2726,37318.3,40199.2726,39801.26,9590.6
3-Mar-25,20538.2,8316.3,39458.68303,37614.4,39458.68303,39068.003,9513.4
4-Mar-25,20269.2,8347.75,39049.94916,37276.9,39049.94916,38663.316,9576.5
5-Mar-25,20796.8,8685.2,39928.58654,38072.3,39928.58654,39533.254,9792.6
6-Mar-25,20959.7,8888.65,39892.48813,38145.3,39892.48813,39497.513,10045.8
7-Mar-25,21009.7,8926.9,39581.75052,37820.4,39581.75052,39189.852,10101.5
10-Mar-25,20752.8,8850.3,39570.20319,37644.4,39570.20319,39178.419,9909.7
11-Mar-25,20682.7,8897.3,39012.08224,37400.1,39012.08224,38625.824,10029.6
12-Mar-25,20783.7,8854.3,38700.82448,36310.6,38700.82448,38317.648,10065.5
13-Mar-25,20554.1,8777.65,38067.59387,36122.5,38067.59387,37690.687,10021.8
17-Mar-25,20741.2,8845.25,37627.85906,36137.2,37627.85906,37255.306,10016.4
18-Mar-25,21234.9,9033.45,38159.34833,36619.4,38159.34833,37781.533,10084.4
19-Mar-25,21319.5,9148.55,38055.83848,36223.5,38055.83848,37679.048,10191.7
20-Mar-25,21623.1,9254.1,38605.42897,36676.6,38605.42897,38223.197,10354
21-Mar-25,21756,9203.55,38526.36617,36702.8,38526.36617,38144.917,10544.2
24-Mar-25,21938.7,9262.85,38979.93697,37217.1,38979.93697,38593.997,10698.2
25-Mar-25,21737.6,9132.9,39607.44593,37706.9,39607.44593,39215.293,10555
26-Mar-25,21742.8,9097.7,39457.95482,37336.7,39457.95482,39067.282,10411
27-Mar-25,21516.8,9159.8,39143.99228,37548.3,39143.99228,38756.428,10552.8
28-Mar-25,21295.5,9092.5,39053.69424,36886.1,39053.69424,38667.024,10549.7
1-Apr-25,21235.2,9016.85,38011.10558,35980.6,38011.10558,37634.758,10558.2
2-Apr-25,21408.8,9080.05,37834.56667,36283.5,37834.56667,37459.967,10584.2
3-Apr-25,21164,9005.15,37124.76998,34757.2,37124.76998,36757.198,10532.2
4-Apr-25,20593.2,8414.45,35746.37248,33511.4,35746.37248,35392.448,10134.1
7-Apr-25,19815.6,7846.35,34158.35453,32668.8,34158.35453,33820.153,9851.5
8-Apr-25,20138.2,7965.6,35102.73887,33244.4,35102.73887,34755.187,10068.3
9-Apr-25,20140.4,7847.5,34082.62069,32517.3,34082.62069,33745.169,10041.2
11-Apr-25,20548.7,8168.3,34549.19524,32740.8,34549.19524,34207.124,10262.5
15-Apr-25,21246.2,8429.85,34871.48018,33275.3,34871.48018,34526.218,10423.5
16-Apr-25,21155.8,8454.8,34732.91222,33295.5,34732.91222,34389.022,10562
17-Apr-25,21373.1,8476.5,34820.50548,33372.4,34820.50548,34475.748,10692.2
21-Apr-25,21826,8653.5,35920.10258,34135.1,35920.10258,35564.458,10946.3
22-Apr-25,21903.7,8669.5,35505.75109,33941.1,35505.75109,35154.209,10941.5
23-Apr-25,22424.4,8737.3,36954.36884,35414.6,36954.36884,36588.484,10957.2
24-Apr-25,22367.6,8753.3,37005.5516,35307.1,37005.5516,36639.16,10945.5
25-Apr-25,21994.5,8569.75,37389.83842,35562.2,37389.83842,37019.642,10788.7
28-Apr-25,22352.9,8689.9,37117.27982,35482.9,37117.27982,36749.782,11132.1
29-Apr-25,22299.1,8607.15,37614.33516,35920.4,37614.33516,37241.916,11184.5
30-Apr-25,22308.4,8581.8,37665.72598,35794.9,37665.72598,37292.798,11179.5
2-May-25,22286.5,8518.4,37763.51418,35891.9,37763.51418,37389.618,11261
5-May-25,22699.2,8600.15,37817.40172,35991.2,37817.40172,37442.972,11452
6-May-25,22737.6,8524.7,37777.66226,35869.2,37777.66226,37403.626,11247.3
7-May-25,23114.1,8608.05,37494.70066,35920.3,37494.70066,37123.466,11265.3
8-May-25,22674.2,8428.4,37700.68006,36002.4,37700.68006,37327.406,11102.8
9-May-25,22627.8,8420.55,37377.25079,35880.1,37377.25079,37007.179,11016.7
12-May-25,23400.4,8914.25,39901.85083,38282.6,39901.85083,39506.783,11361.7
13-May-25,23167.2,8834.65,39870.95392,37354.6,39870.95392,39476.192,11258.2
14-May-25,23356.8,9052.1,39441.72614,37853.6,39441.72614,39051.214,11396
15-May-25,23804.8,9210.05,39924.00922,38293.8,39924.00922,39528.722,11532.2
16-May-25,23953.2,9201.85,39897.48157,37972.4,39897.48157,39502.457,11595.1
19-May-25,24052.6,9210.75,39445.26316,37477.8,39445.26316,39054.716,11553.3
20-May-25,23531.2,9156.05,39551.26973,37283.5,39551.26973,39159.673,11462
21-May-25,23700.1,9208.15,39134.94167,37540.1,39134.94167,38747.467,11513.2
22-May-25,23459.9,9179.65,38820.14689,37050.1,38820.14689,38435.789,11378.7
23-May-25,23515.2,9249.6,39350.80392,37403.6,39350.80392,38961.192,11467.5
26-May-25,23763.2,9336.45,39343.72988,37785.9,39343.72988,38954.188,11527.8
27-May-25,23596.9,9294.95,39321.98761,37501.4,39321.98761,38932.661,11461.5
28-May-25,23437.1,9239.5,39299.93325,37465.8,39299.93325,38910.825,11457.5
29-May-25,23555.8,9351.65,39657.69242,37754.1,39657.69242,39265.042,11475.2
30-May-25,23325.6,9193.25,39183.31562,37321.8,39183.31562,38795.362,11388.4
2-Jun-25,23327.1,9128.55,38670.65578,37061.9,38670.65578,38287.778,11365
3-Jun-25,23268.7,9122.3,38873.30622,36814.9,38873.30622,38488.422,11277
4-Jun-25,23332.6,9177.4,38583.16655,36938.1,38583.16655,38201.155,11352.8
5-Jun-25,23306.2,9231.5,38915.75046,37107.9,38915.75046,38530.446,11382.2
6-Jun-25,23661.3,9406.45,38861.75889,37294.9,38861.75889,38476.989,11446.9
9-Jun-25,23777.2,9477,39308.98386,37669.2,39308.98386,38919.786,11566
10-Jun-25,23759,9509.7,40122.08234,38300,40122.08234,39724.834,11556.2
11-Jun-25,23805.2,9495.8,40399.84244,38784.3,40399.84244,39999.844,11725.5
12-Jun-25,23411.8,9348.5,40458.41133,38460.3,40458.41133,40057.833,11527.3
13-Jun-25,23327.4,9258.8,40246.71028,38469.2,40246.71028,39848.228,11443.6
16-Jun-25,23368.2,9358.25,40840.51352,39073.1,40840.51352,40436.152,11571
17-Jun-25,23227.3,9224.4,41090.91373,39356.1,41090.91373,40684.073,11486.8
18-Jun-25,23312.3,9158.25,41167.27175,39030.9,41167.27175,40759.675,11431.7
19-Jun-25,23434.7,9040.45,40537.16204,38664.9,40537.16204,40135.804,11358.8
20-Jun-25,23679.3,9138.6,40614.45633,38991.4,40614.45633,40212.333,11462.1
23-Jun-25,23461.2,9198.55,40203.95395,38414.1,40203.95395,39805.895,11474
24-Jun-25,23598.2,9291.1,40505.74498,38417.9,40505.74498,40104.698,11454.5
25-Jun-25,23827.8,9329.2,40685.30076,39046.3,40685.30076,40282.476,11482.4
26-Jun-25,23961.7,9544.55,40679.26702,38996.2,40679.26702,40276.502,11695.9
27-Jun-25,24007.9,9578.2,40943.91934,38822.9,40943.91934,40538.534,11835
30-Jun-25,23872.6,9534.8,40584.07957,38950,40584.07957,40182.257,11801
1-Jul-25,23824,9564.55,40866.00087,38833.1,40866.00087,40461.387,11858.8
2-Jul-25,23899.8,9699.2,41112.13585,38879.1,41112.13585,40705.085,11838.2
3-Jul-25,24004.9,9623.45,40783.60911,38854.3,40783.60911,40379.811,11877.3
4-Jul-25,23980.4,9580.4,40771.33357,39166.6,40771.33357,40367.657,12002.3
7-Jul-25,23943.9,9522.15,40755.41698,38866.9,40755.41698,40351.898,12051.8
8-Jul-25,23852.9,9517.4,40819.49946,38983.2,40819.49946,40415.346,12064.2
9-Jul-25,23944.4,9384.5,40571.49194,38680.9,40571.49194,40169.794,11913.5
10-Jul-25,23916.8,9423.55,40275.42256,38376.6,40275.42256,39876.656,11909.7
11-Jul-25,23493.8,9382.85,39521.82924,37693.2,39521.82924,39130.524,11759.5
14-Jul-25,23552,9407.95,39182.06726,37273.7,39182.06726,38794.126,11755.5
15-Jul-25,23905.2,9411.95,39182.79547,37424.6,39182.79547,38794.847,11811.7
16-Jul-25,24011.2,9360.7,39280.16755,37660.8,39280.16755,38891.255,11838.8
17-Jul-25,24002.5,9423.35,39184.56398,37138.6,39184.56398,38796.598,11815
18-Jul-25,23894.3,9458.2,38927.60988,37141.9,38927.60988,38542.188,11771.9
21-Jul-25,24055,9555.5,38662.64547,37031.8,38662.64547,38279.847,11643.5
22-Jul-25,23875.8,9533.3,38616.9763,36858.9,38616.9763,38234.63,11596.8
23-Jul-25,24079.4,9579.05,38581.18998,36951.5,38581.18998,38199.198,11673.7
24-Jul-25,24087.3,9582.3,38464.15623,36135.8,38464.15623,38083.323,11583.2
25-Jul-25,23781.6,9425.1,37732.82533,35623.8,37732.82533,37359.233,11356.4
28-Jul-25,23693,9316.45,36999.93398,35370.1,36999.93398,36633.598,11323.7
29-Jul-25,23888.3,9409.7,36866.98364,35373.2,36866.98364,36501.964,11445.5
30-Jul-25,23745.8,9399.75,36963.52348,35481.7,36963.52348,36597.548,11431.5
31-Jul-25,23655.8,9285.45,37023.2367,35301.6,37023.2367,36656.67,11262.2
1-Aug-25,23410.9,9102.35,36583.60592,34649.6,36583.60592,36221.392,11090.8
4-Aug-25,23787.5,9327.85,36639.26197,35203.4,36639.26197,36276.497,11151.5
5-Aug-25,23876.3,9336.05,36615.23104,35034.5,36615.23104,36252.704,11044.7
6-Aug-25,23748.8,9298.75,36400.51312,34426.2,36400.51312,36040.112,11018.2
7-Aug-25,23808.1,9310.65,36210.86643,34726.8,36210.86643,35852.343,10997.3
8-Aug-25,23474.7,9147.1,36039.94514,34398.5,36039.94514,35683.114,10989.2
11-Aug-25,23723.8,9194.8,36019.76332,34544.6,36019.76332,35663.132,11060
12-Aug-25,23856.6,9229.7,36485.92175,34674.3,36485.92175,36124.675,11103.8
13-Aug-25,24122.7,9345.95,36246.23663,34692.9,36246.23663,35887.363,11098.8
14-Aug-25,24118.8,9216.25,36756.08766,34833.2,36756.08766,36392.166,10997.3
18-Aug-25,25127.2,9387.5,36575.59561,34634.9,36575.59561,36213.461,11017.5
19-Aug-25,25456.7,9457.5,36228.75959,34756.7,36228.75959,35870.059,11200.3
20-Aug-25,25469.2,9497.75,37215.27608,35690.1,37215.27608,36846.808,11186
21-Aug-25,25377.5,9493.65,37370.28078,35723.9,37370.28078,37000.278,11219.2
22-Aug-25,25329.4,9375.45,37208.51413,35440.9,37208.51413,36840.113,11126.1
25-Aug-25,25423.4,9436.75,37914.04559,36280.1,37914.04559,37538.659,11132
26-Aug-25,25320.3,9280.05,37788.16929,36063.2,37788.16929,37414.029,10949.5
28-Aug-25,25183.5,9210.5,37470.46167,35488.8,37470.46167,37099.467,10900
29-Aug-25,24960.8,9154.8,37008.88056,35181.2,37008.88056,36642.456,10789.8
1-Sep-25,25660,9305.3,37229.94431,35740.6,37229.94431,36861.331,10935.3
2-Sep-25,25584.9,9384.35,37514.36233,35737.9,37514.36233,37142.933,11002.9
3-Sep-25,25775.4,9676.4,37276.0296,35474.9,37276.0296,36906.96,11029.4
4-Sep-25,25994.8,9616.35,37033.95179,35143.1,37033.95179,36667.279,10923.2
5-Sep-25,26320.6,9681.65,36755.35945,34635.9,36755.35945,36391.445,10933.7
8-Sep-25,27189.2,9717.85,36319.88987,34310.4,36319.88987,35960.287,10960.5
9-Sep-25,27182.5,9734.2,36727.68747,35255.9,36727.68747,36364.047,10928
10-Sep-25,26833.9,9759.45,37716.28456,36183.8,37716.28456,37342.856,10966.2
11-Sep-25,26744.4,9792.95,37740.21146,36003.5,37740.21146,37366.546,11086.5
12-Sep-25,26866.7,9883.6,37821.77098,36110.8,37821.77098,37447.298,11091.2
15-Sep-25,26760.7,9891,37608.30142,35902.2,37608.30142,37235.942,11124.4
16-Sep-25,27146.4,9973.45,37735.8422,36212.1,37735.8422,37362.22,11219.8
17-Sep-25,27294.7,9923.15,38084.23867,36447.1,38084.23867,37707.167,11290.5
18-Sep-25,27329.3,9955.15,38558.61547,36750.2,38558.61547,38176.847,11286.5
19-Sep-25,27219.6,9989.9,38305.09436,36578.2,38305.09436,37925.836,11333.3
22-Sep-25,27154.3,10029.1,37223.59848,35500.1,37223.59848,36855.048,11327
23-Sep-25,27321.9,10129,37079.10081,35249.1,37079.10081,36711.981,11317.4
24-Sep-25,27007.6,10060.1,36611.58999,34994.3,36611.58999,36249.099,11247.5
25-Sep-25,26758.5,10082.5,36506.62372,34548.3,36506.62372,36145.172,11212.9
26-Sep-25,26484.6,9888.25,35866.73519,33702,35866.73519,35511.619,11132.5
29-Sep-25,26436.6,9923.1,35339.09503,33693.1,35339.09503,34989.203,11282.3
30-Sep-25,26542.3,10038.2,35289.68078,33655.1,35289.68078,34940.278,11280.5
1-Oct-25,26768.7,10093,35387.46898,33905.2,35387.46898,35037.098,11304.2
3-Oct-25,26753.1,10277.1,35361.98163,33949.8,35361.98163,35011.863,11374
6-Oct-25,26857.2,10185.5,36143.97514,34722.6,36143.97514,35786.114,11459.7
7-Oct-25,26933.6,10156.7,36284.83176,34709.4,36284.83176,35925.576,11516.2
8-Oct-25,26522.4,10136.5,36821.00238,35232.2,36821.00238,36456.438,11414.9
9-Oct-25,26587,10356.2,37126.64252,35628.5,37126.64252,36759.052,11467.2
10-Oct-25,26721.2,10261.5,37264.89839,35609.1,37264.89839,36895.939,11467.2
13-Oct-25,26698.2,10217.5,36936.26762,35330.8,36936.26762,36570.562,11436
14-Oct-25,26640.6,10116.8,37207.57786,35214.9,37207.57786,36839.186,11348.8
15-Oct-25,26708.7,10218,37005.13548,35401.8,37005.13548,36638.748,11431.4
16-Oct-25,27048.8,10287.2,37007.84026,35531.1,37007.84026,36641.426,11493.6
17-Oct-25,27228.6,10199.3,36781.36695,34950.7,36781.36695,36417.195,11498.1
20-Oct-25,27185.4,10191.8,36803.62937,35292.6,36803.62937,36439.237,11661.9
21-Oct-25,27229.8,10232.8,36997.43726,35299.8,36997.43726,36631.126,11667.6
23-Oct-25,27218.8,10241.8,37931.4186,36078.6,37931.4186,37555.86,11601.2
24-Oct-25,27108.7,10347.5,37730.22458,35986.4,37730.22458,37356.658,11624
27-Oct-25,27263.7,10467.2,37741.45982,36129.1,37741.45982,37367.782,11800.2
28-Oct-25,27148.3,10596.2,37651.68193,35860.4,37651.68193,37278.893,11746.6
29-Oct-25,26948.9,10777.5,37660.52448,36090.1,37660.52448,37287.648,11996
30-Oct-25,26829.6,10729.2,37583.85437,35906.4,37583.85437,37211.737,11981.4
