Transcode,TimeStamp,MsgLen,IdxToken,OpenVal,CurrVal,HighVal,LowVal,PerChange,IntHighVal,IntLowVal,IntOpenVal,IntCloseVal,IndicativeCloseValue
8,1777542059,52,39,2624040,2622685,2640670,2604805,-109,2623790,2622680,2623570,2622685,2627635
8,1777542059,52,46,304633,303914,304634,303178,-21,303914,303867,303867,303914,0
8,1777542059,52,107,4181055,4152200,4183460,4129490,-95,4154095,4151795,4154085,4152200,0
8,1777542059,52,121,434840,433755,435640,430365,-58,433755,433570,433725,433755,434085
8,1777542059,52,133,2856465,2843915,2859765,2813175,-14,2845550,2843685,2845385,2843915,2848510
8,1777542059,52,112,1195730,1187070,1196005,1178690,-143,1187620,1187005,1187620,1187070,1188815
8,1777542059,52,19,1807350,1799580,1809775,1781650,-54,1800230,1799290,1800145,1799580,1801420
8,1777542059,52,15,2319195,2325925,2337510,2305485,-1,2326130,2325350,2325745,2325925,2328655
8,1777542059,52,23,1305600,1282240,1305610,1281025,-220,1283410,1282000,1283410,1282240,1285010
8,1777542059,52,20,1373550,1369000,1375360,1359445,-98,1369245,1368865,1369245,1369000,1370750
8,1777542059,52,22,145905,145500,146735,143910,-59,145510,145420,145455,145500,145605
8,1777542059,52,93,2000490,2000875,2009225,1983165,-35,2001210,2000545,2001210,2000875,0
8,1777542059,52,7,2492720,2486860,2498480,2468815,-95,2487170,2486540,2487170,2486860,2489705
8,1777542059,52,51,2213000,2197485,2213275,2183490,-107,2198295,2197340,2198295,2197485,2201110
8,1777542059,52,83,129535,129535,129535,129535,1,129535,129535,129535,129535,0
8,1777542059,52,41,260230,259486,260232,258922,-26,259486,259452,259452,259486,0
8,1777542059,52,11,174375,186000,194800,171850,666,186125,186000,186100,186000,0
8,1777542059,52,48,3372715,3352950,3375475,3329550,-114,3354150,3352625,3354135,3352950,0
8,1777542059,52,90,4436830,4399355,4442630,4370405,-92,4401020,4398970,4400040,4399355,0
8,1777542059,52,25,1029995,1023060,1030040,1015715,-118,1023305,1022825,1023305,1023060,1023920
8,1777542059,52,87,526060,523000,528435,519480,-119,523265,522930,523250,523000,524010
8,1777542059,52,55,2021900,2013895,2023925,1998240,-56,2014245,2013385,2014245,2013895,0
8,1777542059,52,63,1593785,1587695,1594460,1576080,-86,1588010,1587565,1588010,1587695,1589575
8,1777542059,52,113,213000,212610,213625,210750,-39,212665,212565,212645,212610,212845
8,1777542059,52,120,2358780,2355030,2364850,2318875,-112,2355650,2354550,2355455,2355030,2356925
8,1777542059,52,114,2127390,2119375,2130485,2099350,-92,2120710,2119145,2120670,2119375,2123425
8,1777542059,52,30,752205,745230,752205,740025,-74,745515,745105,745515,745230,745710
8,1777542059,52,33,1205915,1203230,1215030,1185665,-173,1203505,1202970,1203280,1203230,0
8,1777542059,52,38,1597620,1591565,1600670,1579075,-85,1592045,1591285,1592015,1591565,1594730
8,1777542059,52,91,870090,870790,875725,864845,-67,870790,870360,870535,870790,0
8,1777542059,52,42,86828,86579,86829,86390,-28,86579,86567,86567,86579,0
8,1777542059,52,117,1496555,1483860,1498240,1471250,-139,1484080,1483700,1483970,1483860,1485545
8,1777542059,52,8,1695955,1686070,1696235,1674190,-99,1686695,1685905,1686695,1686070,1689160
8,1777542059,52,131,1392290,1389635,1392750,1377090,-5,1390000,1389490,1389990,1389635,1389105
8,1777542059,52,66,1279070,1274760,1280280,1265605,-91,1274995,1274650,1274995,1274760,1276295
8,1777542059,52,56,2803560,2791740,2807090,2776275,-122,2792825,2791565,2792695,2791740,0
8,1777542059,52,53,1677740,1671940,1680720,1656635,-51,1672270,1671605,1672220,1671940,1673295
8,1777542059,52,115,1784105,1769205,1784250,1755480,-116,1769580,1768875,1769330,1769205,1771630
8,1777542059,52,94,299045,299315,300950,295180,-36,299425,299250,299395,299315,0
8,1777542059,52,109,870125,868660,872925,861720,-78,868700,868440,868595,868660,0
8,1777542059,52,86,735325,732125,736625,720840,-113,732450,732000,732430,732125,733130
8,1777542059,52,6,2273680,2265925,2275900,2249800,-93,2266330,2265715,2266330,2265925,2268675
8,1777542059,52,44,323366,322874,323366,321871,-13,322874,322733,322733,322874,0
8,1777542059,52,96,1097045,1091640,1098125,1080165,-119,1091980,1091530,1091980,1091640,0
8,1777542059,52,134,195975,194595,196895,193075,-59,194680,194585,194655,194595,194820
8,1777542059,52,78,1604705,1600815,1608250,1583180,-63,1601070,1600525,1601070,1600815,1602795
8,1777542059,52,88,5181560,5170445,5198610,5121615,-85,5172740,5169670,5172475,5170445,0
8,1777542059,52,104,487700,486315,488580,482640,-97,486385,486270,486385,486315,0
8,1777542059,52,75,6145975,6106565,6146220,6068740,-106,6109195,6105785,6109140,6106565,0
8,1777542059,52,0,2399695,2397145,2408745,2379685,-85,2397315,2396785,2397310,2397145,2399720
8,1777542059,52,95,410020,406515,410160,403715,-138,406705,406475,406685,406515,0
8,1777542059,52,36,1226165,1224855,1230470,1219090,-64,1224945,1224565,1224945,1224855,1226170
8,1777542059,52,17,855640,847325,855640,841525,-179,848140,847240,848140,847325,848760
8,1777542059,52,81,157150,157101,157150,157101,-1,157101,157101,157101,157101,0
8,1777542059,52,106,1421845,1414820,1422040,1403780,-79,1415240,1414715,1415075,1414820,0
8,1777542059,52,110,1487925,1473550,1487925,1459720,-139,1474210,1473450,1474210,1473550,1475560
8,1777542059,52,138,1459250,1448970,1460350,1438440,-100,1449395,1448645,1449395,1448970,1450515
8,1777542059,52,37,557150,555295,558075,550220,-51,555410,555185,555410,555295,0
8,1777542059,52,119,785805,779050,785870,773275,-96,779115,778840,779115,779050,779850
8,1777542059,52,58,3017875,3012205,3029425,2983040,-95,3013565,3011735,3013540,3012205,0
8,1777542059,52,124,1953615,1938480,1953720,1928155,-97,1939310,1938310,1939275,1938480,0
8,1777542059,52,137,323375,320365,323465,318560,-132,320585,320310,320585,320365,320900
8,1777542059,52,103,1774575,1762225,1775485,1749730,-149,1763130,1761975,1763130,1762225,0
8,1777542059,52,57,2572830,2568895,2577835,2546515,-70,2569305,2568640,2569300,2568895,0
8,1777542059,52,70,2338055,2323635,2338685,2310155,-86,2324165,2323250,2324165,2323635,0
8,1777542059,52,31,1094230,1094505,1098425,1080930,-44,1094510,1094045,1094350,1094505,1094960
8,1777542059,52,100,1633325,1629845,1636485,1616320,-52,1629970,1629545,1629970,1629845,0
8,1777542059,52,60,1480875,1491325,1499065,1478740,-19,1491400,1490900,1491245,1491325,1493000
8,1777542059,52,108,1673760,1654415,1673765,1649325,-144,1655490,1654360,1655420,1654415,0
8,1777542059,52,64,1624055,1616370,1624780,1605670,-101,1616770,1616240,1616770,1616370,1618635
8,1777542059,52,122,1768480,1760890,1768905,1747935,-83,1761280,1760765,1761280,1760890,1762995
8,1777542059,52,77,4485705,4497940,4526350,4465035,-11,4497970,4496175,4496710,4497940,4501915
8,1777542059,52,4,5488065,5476720,5511160,5444025,-115,5479940,5476650,5479790,5476720,5487235
8,1777542059,52,59,400405,400115,402015,396665,-91,400120,400015,400075,400115,0
8,1777542059,52,136,1889800,1899920,1910650,1886410,-22,1899965,1899305,1899780,1899920,1901680
8,1777542059,52,27,2571760,2561265,2576740,2549145,-116,2562470,2561260,2562460,2561265,2566135
8,1777542059,52,123,684535,681465,684880,677145,-71,681565,681345,681565,681465,682260
8,1777542059,52,97,3807890,3792550,3810245,3751180,-118,3792550,3791040,3791660,3792550,0
8,1777542059,52,12,4088335,4073400,4089890,4038545,-56,4073905,4072770,4073905,4073400,4076710
8,1777542059,52,69,484305,482890,485135,479270,-97,482965,482845,482965,482890,0
8,1777542059,52,32,1809560,1805530,1823230,1779170,-173,1805935,1805135,1805600,1805530,0
8,1777542059,52,9,80290,79265,80415,78595,-161,79305,79255,79300,79265,79440
8,1777542059,52,28,553,553,553,553,0,553,553,553,553,0
8,1777542059,52,71,1560725,1553595,1561520,1539045,-89,1554075,1553385,1554060,1553595,0
8,1777542059,52,135,1198665,1192940,1199030,1181225,-101,1193020,1192695,1193020,1192940,1194045
8,1777542059,52,40,296658,295821,296660,295251,-26,295821,295798,295798,295821,0
8,1777542059,52,18,3019775,3020450,3037445,3003525,-88,3020865,3020115,3020675,3020450,3024600
8,1777542059,52,52,882215,878160,883370,869590,-58,878455,877975,878415,878160,879190
8,1777542059,52,130,153485,153110,153785,151935,-87,153120,153085,153120,153110,153280
8,1777542059,52,43,324343,323586,324345,323306,-21,323586,323586,323586,323586,0
8,1777542059,52,14,3210435,3186665,3211370,3162275,-97,3187155,3186110,3187155,3186665,3189805
8,1777542059,52,65,1386505,1380625,1388535,1368860,-91,1380955,1380450,1380955,1380625,1383215
